ticket_id,customer_id,policy_id,ticket_open_date,ticket_close_date,issue_type,issue_severity,support_channel,resolution_status,resolution_time_hours,escalation_flag,repeat_ticket_flag,csat_score,refund_or_credit_given_flag,refund_or_credit_amount
TIC000394,CUST00031,POL00034,2025-12-14 00:00:00,2025-12-15 02:00:00.000000000,claim_status_question,medium,chat,resolved,26.0,0,0,4.0,1,
TIC000395,CUST01018,POL01107,2025-01-23 00:00:00,2025-01-23 19:52:12.000000000,discount_dispute,medium,phone,resolved,19.87,0,0,1.0,1,2.11
TIC000396,CUST00147,POL00159,2025-09-17 00:00:00,,account_update_request,high,self_service,escalated,75.48,1,0,3.0,0,0.0
TIC000397,CUST00213,POL00232,2025-09-19 00:00:00,2025-09-19 06:19:48.000000000,mileage_sync_issue,low,phone,resolved,6.33,0,0,4.0,0,0.0
TIC000398,CUST00696,POL00761,2025-12-15 00:00:00,,payment_failure,low,email,pending,5.68,0,0,,0,0.0
TIC000399,CUST00532,POL00580,2025-03-15 00:00:00,,app_login_issue,medium,email,pending,33.45,0,0,,0,0.0
TIC000400,CUST00609,POL00669,2025-11-07 00:00:00,2025-11-07 02:49:48.000000000,claim_status_question,low,phone,resolved,2.83,0,0,5.0,0,0.0
TIC000401,CUST00703,POL00768,2025-08-29 00:00:00,2025-08-29 10:25:12.000000000,policy_change_request,low,phone,resolved,10.42,0,1,4.0,0,0.0
TIC000402,CUST00283,POL00308,2025-10-30 00:00:00,,app_login_issue,low,self_service,pending,8.78,0,0,,0,
TIC000403,CUST01098,POL01248,2025-04-19 00:00:00,2025-04-19 08:05:24.000000000,claim_status_question,low,chat,resolved,8.09,0,0,3.0,0,0.0
TIC000404,CUST00643,POL00705,2025-04-21 00:00:00,2025-04-23 04:48:36.000000000,payment_failure,high,phone,resolved,52.81,0,0,4.0,0,0.0
TIC000405,CUST00059,POL00067,2025-12-03 00:00:00,2025-12-03 01:30:00.000000000,billing_issue,low,chat,resolved,1.5,0,0,4.0,1,44.05
TIC000406,CUST00716,POL00781,2025-11-29 00:00:00,2025-11-30 00:00:36.000000000,mileage_sync_issue,medium,phone,resolved,24.01,0,0,4.0,0,0.0
TIC000407,CUST00147,POL00159,2025-04-25 00:00:00,2025-04-26 08:24:00.000000000,payment_failure,medium,phone,resolved,32.4,0,0,4.0,0,0.0
TIC000408,CUST00230,POL00249,2025-09-28 00:00:00,2025-09-28 21:00:00.000000000,app_login_issue,medium,phone,resolved,21.0,0,0,4.0,0,0.0
TIC000409,CUST00975,POL01066,2025-08-14 00:00:00,, claim_status_question,medium,phone,escalated,23.35,1,0,2.0,0,0.0
TIC000410,CUST00678,POL00742,2025-04-29 00:00:00,2025-04-29 08:33:00.000000000,account_update_request,medium,chat,resolved,8.55,0,0,4.0,0,0.0
TIC000411,CUST00657,POL00721,2025-10-14 00:00:00,2025-10-14 03:59:24.000000000,mileage_sync_issue,low,phone,resolved,3.99,0,0,4.0,0,0.0
TIC000412,CUST00432,POL00472,2025-08-18 00:00:00,2025-08-18 00:30:00.000000000,payment_failure,low,chat,closed_no_action,0.5,0,1,,1,39.35
TIC000413,CUST00431,POL00471,2025-10-19 00:00:00,2025-10-19 07:07:12.000000000,billing_issue,low,chat,resolved,7.12,0,0,5.0,0,0.0
TIC000414,CUST00460,POL00502,2025-07-28 00:00:00,,billing_issue,low,chat,escalated,4.92,1,0,1.0,0,0.0
TIC000415,CUST00538,POL00588,2025-06-24 00:00:00,,claim_status_question,medium,phone,pending,7.24,0,1,,0,0.0
TIC000416,CUST00154,POL00167,2025-07-29 00:00:00,,payment_failure,medium,chat,escalated,0.5,1,0,1.0,0,0.0
TIC000417,CUST00945,POL01035,2025-03-17 00:00:00,2025-03-17 10:09:36.000000000,account_update_request,medium,self_service,resolved,10.16,0,0,4.0,1,45.94
TIC000418,CUST00371,POL00406,2025-04-03 00:00:00,,account_update_request,medium,phone,pending,30.38,0,0,,0,0.0
TIC000419,CUST00029,POL00032,2025-03-27 00:00:00,,mileage_sync_issue,medium,chat,escalated,26.91,1,1,,0,0.0
TIC000420,CUST00193,POL00207,2025-03-06 00:00:00,2025-03-08 18:11:24.000000000,app_login_issue,high,email,resolved,66.19,0,0,5.0,0,0.0
TIC000421,CUST00809,POL00884,2025-01-13 00:00:00,2025-01-13 03:57:00.000000000,billing_issue,low,phone,resolved,3.95,0,0,4.0,0,0.0
TIC000422,CUST00138,POL00150,2025-03-09 00:00:00,2025-03-09 19:03:00.000000000,payment_failure,medium,phone,resolved,19.05,0,0,,0,0.0
TIC000423,CUST00225,POL00244,2025-06-22 00:00:00,2025-06-23 07:19:48.000000000,CLAIM_STATUS_QUESTION,high,phone,resolved,31.33,0,1,5.0,0,0.0
TIC000424,CUST00204,POL00221,2025-01-24 00:00:00,,mileage_sync_issue,medium,phone,escalated,16.14,1,0,2.0,0,0.0
TIC000425,CUST00840,POL00920,2025-07-29 00:00:00,,account_update_request,low,phone,pending,8.18,0,0,,0,0.0
TIC000426,CUST00816,POL00893,2025-05-29 00:00:00,2025-05-29 06:18:00.000000000,account_update_request,low,self_service,resolved,6.3,0,0,2.0,1,15.32
TIC000427,CUST00256,POL00276,2025-04-04 00:00:00,2025-04-04 04:30:36.000000000,MILEAGE_SYNC_ISSUE,low,self_service,resolved,4.51,0,0,3.0,0,0.0
TIC000428,CUST00286,POL00312,2025-01-04 00:00:00,2025-01-07 00:54:36.000000000,claim_status_question,high,phone,resolved,72.91,0,1,3.0,0,0.0
TIC000429,CUST00952,POL01042,2025-10-29 00:00:00,2025-10-30 04:45:00.000000000,policy_change_request,medium,chat,resolved,28.75,0,0,4.0,0,0.0
TIC000430,CUST00436,POL00476,2025-06-02 00:00:00,,account_update_request,high,chat,escalated,14.85,1,0,,0,0.0
TIC000431,CUST00639,POL00699,2025-01-25 00:00:00,2025-01-26 14:03:00.000000000,payment_failure,high,phone,closed_no_action,38.05,0,0,,0,0.0
TIC000432,CUST00721,POL00787,2025-06-13 00:00:00,2025-06-13 12:22:12.000000000,billing_issue,medium,chat,resolved,12.37,0,0,2.0,0,0.0
TIC000433,CUST00272,POL00294,2025-01-22 00:00:00,2025-01-22 05:15:36.000000000,discount_dispute,low,phone,closed_no_action,5.26,0,0,,0,0.0
TIC000434,CUST00807,POL00882,2025-09-23 00:00:00,2025-09-23 05:28:48.000000000,policy_change_request,low,phone,resolved,5.48,0,0,4.0,0,0.0
TIC000435,CUST00190,POL00204,2025-06-27 00:00:00,2025-06-27 17:16:48.000000000,POLICY_CHANGE_REQUEST,medium,chat,resolved,17.28,0,1,,0,0.0
TIC000436,CUST00312,POL00340,2025-03-02 00:00:00,2025-03-02 15:19:12.000000000,policy_change_request,medium,phone,resolved,15.32,0,0,2.0,0,0.0
TIC000437,CUST00822,POL00899,2025-04-25 00:00:00,2025-04-25 13:45:36.000000000,billing_issue,high,phone,resolved,13.76,0,0,5.0,0,0.0
TIC000438,CUST00026,POL01242,2025-02-24 00:00:00,2025-02-26 09:55:12.000000000,discount_dispute,high,email,resolved,57.92,0,1,2.0,0,0.0
TIC000439,CUST00184,POL00197,2025-04-16 00:00:00,2025-04-16 14:03:00.000000000,billing_issue,low,email,resolved,14.05,0,1,5.0,0,0.0
TIC000440,CUST00050,POL00057,2025-11-03 00:00:00,2025-11-03 07:30:00.000000000,app_login_issue,low,phone,resolved,7.5,0,0,5.0,0,0.0
TIC000441,CUST00013,POL00014,2025-09-08 00:00:00,2025-09-08 09:34:48.000000000,app_login_issue,low,phone,resolved,9.58,0,0,5.0,1,10.92
TIC000442,CUST00552,POL00605,2025-02-26 00:00:00,2025-02-26 19:37:12.000000000,mileage_sync_issue,medium,email,resolved,19.62,0,0,4.0,0,0.0
TIC000443,CUST00921,POL01011,2025-05-15 00:00:00,2025-05-15 04:22:48.000000000,mileage_sync_issue,low,chat,resolved,4.38,0,0,2.0,0,0.0
TIC000444,CUST00220,POL00239,2025-07-01 00:00:00,2025-07-02 09:32:24.000000000,mileage_sync_issue,medium,phone,resolved,33.54,0,0,4.0,0,0.0
TIC000445,CUST00141,POL00153,2025-06-17 00:00:00,2025-06-17 20:24:36.000000000,billing_issue,high,email,resolved,20.41,0,0,3.0,0,0.0
TIC000446,CUST00949,POL01039,2025-06-21 00:00:00,2025-06-21 08:21:35.999999999,policy_change_request,medium,chat,resolved,8.36,0,0,2.0,0,0.0
TIC000447,CUST00849,POL00929,2025-11-19 00:00:00,2025-11-19 00:36:00.000000000,mileage_sync_issue,low,phone,resolved,0.6,0,0,2.0,1,34.73
TIC000448,CUST00977,POL01068,2025-06-12 00:00:00,2025-06-13 03:58:12.000000000,discount_dispute,medium,chat,resolved,27.97,0,0,4.0,0,0.0
TIC000449,CUST01051,POL01144,2025-12-05 00:00:00,2025-12-05 11:34:12.000000000,app_login_issue,medium,chat,resolved,11.57,0,1,1.0,0,0.0
TIC000450,CUST00462,POL00504,2025-03-12 00:00:00,2025-03-12 08:21:35.999999999,payment_failure,low,email,resolved,8.36,0,0,2.0,0,0.0
TIC000451,CUST00411,POL00451,2025-12-11 00:00:00,2025-12-11 15:33:36.000000000,discount_dispute,medium,phone,resolved,15.56,0,0,4.0,0,0.0
TIC000452,CUST00879,POL00963,2025-03-19 00:00:00,2025-03-19 09:24:36.000000000,ACCOUNT_UPDATE_REQUEST,low,phone,closed_no_action,9.41,0,0,,0,0.0
TIC000453,CUST00352,POL00384,2025-09-12 00:00:00,,policy_change_request,high,chat,pending,48.39,0,1,,1,33.99
TIC000454,CUST00169,POL00182,2025-09-22 00:00:00,2025-09-23 10:40:12.000000000,discount_dispute,medium,chat,closed_no_action,34.67,0,1,,0,0.0
TIC000455,CUST00915,POL01005,2025-10-13 00:00:00,2025-10-15 21:54:36.000000000,discount_dispute,high,phone,resolved,69.91,0,0,1.0,0,0.0
TIC000456,CUST00438,POL00481,2025-11-23 00:00:00,2025-11-24 08:15:00.000000000,claim_status_question,medium,chat,resolved,32.25,0,0,2.0,0,0.0
TIC000457,CUST00337,POL00369,2025-06-03 00:00:00,2025-06-04 04:38:24.000000000,discount_dispute,medium,phone,resolved,28.64,0,1,4.0,1,12.09
TIC000458,CUST00905,POL00994,2025-09-08 00:00:00,2025-09-08 07:28:12.000000000,payment_failure,low,phone,resolved,7.47,0,0,5.0,0,0.0
TIC000459,CUST00899,POL00986,2025-06-01 00:00:00,2025-06-01 14:15:36.000000000,mileage_sync_issue,medium,self_service,closed_no_action,14.26,0,1,,0,0.0
TIC000460,CUST00212,POL00231,2025-05-28 00:00:00,2025-05-28 07:42:36.000000000,payment_failure,low,phone,resolved,7.71,0,1,5.0,0,0.0
TIC000461,CUST00607,POL00667,2025-05-07 00:00:00,2025-05-07 09:31:48.000000000,payment_failure,low,phone,closed_no_action,9.53,0,0,,0,0.0
TIC000462,CUST00330,POL00361,2025-08-26 00:00:00,2025-08-26 04:52:48.000000000,claim_status_question,low,email,resolved,4.88,0,0,5.0,0,
TIC000463,CUST00743,POL00816,2025-12-27 00:00:00,2025-12-27 07:51:36.000000000,billing_issue,medium,email,resolved,7.86,0,1,4.0,0,0.0
TIC000464,CUST00903,POL00991,2025-09-08 00:00:00,2025-09-09 07:34:48.000000000,payment_failure,high,email,resolved,31.58,0,0,4.0,0,0.0
TIC000465,CUST00052,POL00060,2025-05-29 00:00:00,2025-05-30 11:46:48.000000000,policy_change_request,medium,email,resolved,35.78,0,0,3.0,0,0.0
TIC000466,CUST00950,POL01040,2025-04-21 00:00:00,,payment_failure,low,chat,pending,5.08,0,0,,0,0.0
TIC000467,CUST00492,POL00536,2025-12-12 00:00:00,2025-12-15 01:40:12.000000000,claim_status_question,high,email,resolved,73.67,0,1,5.0,0,0.0
TIC000468,CUST00772,POL00843,2025-07-20 00:00:00,2025-07-23 07:03:00.000000000,account_update_request,high,self_service,resolved,79.05,0,0,4.0,0,0.0
TIC000469,CUST00744,POL00817,2025-05-14 00:00:00,,app_login_issue,medium,chat,escalated,23.45,1,0,1.0,1,15.33
TIC000470,CUST00414,POL00454,2025-10-21 00:00:00,2025-10-21 05:07:48.000000000,billing_issue,low,chat,resolved,5.13,0,0,4.0,0,0.0
TIC000471,CUST01006,POL01098,2025-04-16 00:00:00,2025-04-19 01:48:36.000000000,mileage_sync_issue,high,chat,resolved,73.81,0,1,5.0,0,0.0
TIC000472,CUST01001,POL01257,2025-11-09 00:00:00,,claim_status_question,low,phone,escalated,4.98,1,1,1.0,0,0.0
TIC000473,CUST00245,POL00265,2025-11-06 00:00:00,,app_login_issue,medium,phone,escalated,35.23,1,0,3.0,0,0.0
TIC000474,CUST00712,POL00777,2025-02-16 00:00:00,,CLAIM_STATUS_QUESTION,low,chat,pending,0.5,0,0,,0,0.0
TIC000475,CUST00659,POL00723,2025-10-11 00:00:00,,mileage_sync_issue,high,chat,pending,48.32,0,1,,0,0.0
TIC000476,CUST00372,POL00407,2025-03-22 00:00:00,,payment_failure,low,chat,escalated,6.61,1,0,2.0,0,0.0
TIC000477,CUST00430,POL00470,2025-05-29 00:00:00,2025-06-03 17:10:11.999999999,billing_issue,critical,phone,resolved,137.17,0,0,5.0,0,0.0
TIC000478,CUST00619,POL00679,2025-07-31 00:00:00,,discount_dispute,critical,email,pending,131.43,0,0,,0,0.0
TIC000479,CUST00468,POL00510,2025-01-07 00:00:00,,app_login_issue,low,chat,escalated,2.89,1,0,3.0,1,0.0
TIC000480,CUST00037,POL00042,2025-09-27 00:00:00,,mileage_sync_issue,medium,self_service,escalated,21.18,1,0,1.0,0,0.0
TIC000481,CUST00295,POL00322,2025-05-25 00:00:00,2025-05-25 03:18:00.000000000,policy_change_request,low,phone,resolved,3.3,0,0,5.0,0,0.0
TIC000482,CUST00249,POL00269,2025-05-19 00:00:00,2025-05-22 04:01:48.000000000,mileage_sync_issue,critical,phone,resolved,76.03,0,0,4.0,0,0.0
TIC000483,CUST00028,POL00031,2025-10-05 00:00:00,,billing_issue,low,email,pending,6.48,0,1,,1,0.0
TIC000484,CUST00583,POL00640,2025-06-15 00:00:00,2025-06-19 04:20:24.000000000,payment_failure,critical,phone,resolved,100.34,0,0,4.0,0,0.0
TIC000485,CUST00959,POL01050,2025-01-12 00:00:00,2025-01-12 19:01:12.000000000,policy_change_request,medium,chat,resolved,19.02,0,0,5.0,0,0.0
TIC000486,CUST00380,POL00416,2025-02-21 00:00:00,,Policy_Change_Request,medium,email,pending,7.02,0,0,,0,0.0
TIC000487,CUST00805,POL00880,2025-02-17 00:00:00,2025-02-17 08:26:59.999999999,discount_dispute,low,chat,resolved,8.45,0,0,4.0,0,0.0
TIC000488,CUST00760,POL00833,2025-10-15 00:00:00,,policy_change_request,low,phone,pending,6.88,0,0,,1,25.63
TIC000489,CUST00902,POL00990,2025-05-26 00:00:00,2025-05-26 08:16:12.000000000,discount_dispute,low,phone,resolved,8.27,0,1,,0,0.0
TIC000490,CUST00204,POL00222,2025-08-20 00:00:00,,discount_dispute,low,email,escalated,7.71,1,0,1.0,1,16.98
TIC000491,CUST01086,POL01184,2025-01-13 00:00:00,,payment failure,low,email,escalated,4.73,1,0,1.0,0,0.0
TIC000492,CUST00436,POL00476,2025-08-17 00:00:00,2025-08-17 04:42:36.000000000,claim_status_question,low,phone,resolved,4.71,0,0,3.0,0,0.0
TIC000493,CUST00890,POL00977,2025-10-16 00:00:00,2025-10-16 09:46:48.000000000,mileage_sync_issue,medium,chat,closed_no_action,9.78,0,0,,0,0.0
TIC000494,CUST00753,POL00826,2025-11-12 00:00:00,2025-11-13 22:57:36.000000000,account_update_request,high,phone,resolved,46.96,0,0,3.0,0,0.0
TIC000495,CUST00981,POL01072,2025-10-18 00:00:00,2025-10-18 15:28:12.000000000,discount_dispute,medium,self_service,resolved,15.47,0,0,4.0,0,0.0
TIC000496,CUST00112,POL00121,2025-09-10 00:00:00,2025-09-10 01:01:12.000000000,policy change request,low,email,resolved,1.02,0,0,4.0,1,6.02
TIC000497,CUST00066,POL00075,2025-06-14 00:00:00,2025-06-14 13:36:36.000000000,payment_failure,medium,phone,resolved,13.61,0,1,,0,0.0
TIC000498,CUST00505,POL00550,2025-12-20 00:00:00,,discount_dispute,medium,phone,escalated,21.94,1,1,,0,0.0
TIC000499,CUST01057,POL01152,2025-09-08 00:00:00,2025-09-08 20:30:00.000000000,account_update_request,medium,self_service,resolved,20.5,0,0,5.0,0,0.0
TIC000500,CUST00584,POL00642,2025-11-30 00:00:00,,discount_dispute,low,chat,pending,3.31,0,0,,0,0.0
TIC000501,CUST00154,POL00167,2025-02-23 00:00:00,,payment_failure,low,chat,pending,8.87,0,0,,0,0.0
TIC000502,CUST00147,POL00159,2025-07-12 00:00:00,,billing_issue,medium,phone,pending,14.21,0,0,,0,0.0
TIC000503,CUST00974,POL01065,2025-03-04 00:00:00,2025-03-04 06:46:12.000000000,billing_issue,medium,chat,closed_no_action,6.77,0,0,,0,0.0
TIC000504,CUST00820,POL00897,2025-02-28 00:00:00,,app_login_issue,low,phone,escalated,9.14,1,0,3.0,0,0.0
TIC000505,CUST00924,POL01015,2025-03-29 00:00:00,2025-03-29 04:58:48.000000000,account_update_request,low,email,resolved,4.98,0,0,5.0,0,0.0
TIC000506,CUST00786,POL00857,2025-07-24 00:00:00,2025-07-26 22:03:00.000000000,app login issue,critical,chat,resolved,70.05,0,0,4.0,0,0.0
TIC000507,CUST00555,POL00608,2025-03-02 00:00:00,2025-03-02 09:36:00.000000000,payment_failure,low,email,resolved,9.6,0,1,4.0,0,0.0
TIC000508,CUST00980,POL01071,2025-06-15 00:00:00,,claim_status_question,high,phone,pending,80.31,0,1,,0,0.0
TIC000509,CUST01059,POL01155,2025-11-29 00:00:00,,billing_issue,medium,chat,escalated,11.67,1,1,3.0,0,0.0
TIC000510,CUST00981,POL01072,2025-12-17 00:00:00,,discount_dispute,medium,phone,pending,25.86,0,0,,0,0.0
TIC000511,CUST00917,POL01239,2025-05-09 00:00:00,2025-05-09 09:20:24.000000000,account_update_request,low,email,closed_no_action,9.34,0,0,,1,0.0
TIC000512,CUST00866,POL00948,2025-04-18 00:00:00,2025-04-19 18:24:00.000000000,claim_status_question,high,email,resolved,42.4,0,0,4.0,0,0.0
TIC000513,CUST00309,POL00337,2025-09-26 00:00:00,2025-09-29 02:16:12.000000000,account_update_request,critical,chat,resolved,74.27,0,0,1.0,0,0.0
TIC000514,CUST00593,POL00651,2025-08-02 00:00:00,2025-08-02 10:10:48.000000000,billing_issue,medium,chat,resolved,10.18,0,0,2.0,0,0.0
TIC000515,CUST00880,POL00964,2025-02-04 00:00:00,2025-02-04 21:06:00.000000000,app_login_issue ,medium,self_service,closed_no_action,21.1,0,0,,0,0.0
TIC000516,CUST00582,POL00639,2025-12-26 00:00:00,2025-12-28 04:33:36.000000000,discount_dispute,high,phone,resolved,52.56,0,0,5.0,1,
TIC000517,CUST00117,POL00126,2025-11-16 00:00:00,,account_update_request,medium,email,pending,12.69,0,0,,0,0.0
TIC000518,CUST00654,POL00718,2025-11-22 00:00:00,2025-11-22 13:34:48.000000000,discount_dispute,medium,self_service,resolved,13.58,0,0,5.0,0,0.0
TIC000519,CUST00572,POL00627,2025-07-08 00:00:00,2025-07-12 15:18:00.000000000,payment_failure,critical,chat,resolved,111.3,0,0,3.0,0,
TIC000520,CUST00379,POL00415,2025-02-09 00:00:00,2025-02-14 11:57:36.000000000,billing_issue,critical,chat,resolved,131.96,0,0,1.0,0,0.0
TIC000521,CUST01059,POL01155,2025-02-22 00:00:00,,billing_issue,medium,email,escalated,10.52,1,1,1.0,0,0.0
TIC000522,CUST00466,POL01203,2025-11-27 00:00:00,2025-11-27 19:07:48.000000000,payment_failure,medium,chat,resolved,19.13,0,1,3.0,0,0.0
TIC000523,CUST01083,POL01179,2025-10-31 00:00:00,2025-10-31 02:51:00.000000000,policy_change_request,low,email,resolved,2.85,0,1,4.0,1,57.29
TIC000524,CUST00389,POL00429,2025-03-28 00:00:00,2025-03-28 19:07:48.000000000,app_login_issue,high,chat,resolved,19.13,0,0,,0,0.0
TIC000525,CUST00435,POL00475,2025-04-21 00:00:00,,mileage_sync_issue,low,phone,pending,2.01,0,0,,0,0.0
TIC000526,CUST00272,POL00294,2025-03-26 00:00:00,2025-03-26 11:57:00.000000000,account_update_request,medium,phone,resolved,11.95,0,0,3.0,0,0.0
TIC000527,CUST00957,POL01048,2025-08-14 00:00:00,2025-08-14 10:27:36.000000000,payment_failure,low,phone,resolved,10.46,0,0,3.0,0,0.0
TIC000528,CUST00565,POL00620,2025-09-14 00:00:00,2025-09-14 01:39:00.000000000,mileage_sync_issue,low,phone,resolved,1.65,0,1,5.0,0,0.0
TIC000529,CUST00451,POL00494,2025-10-14 00:00:00,2025-10-14 00:30:00.000000000,payment_failure,low,phone,resolved,0.5,0,0,5.0,0,
TIC000530,CUST00708,POL00773,2025-07-17 00:00:00,,account_update_request,medium,phone,escalated,12.06,1,1,1.0,0,0.0
TIC000531,CUST00664,POL00728,2025-06-09 00:00:00,,claim_status_question,low,email,escalated,5.02,1,0,2.0,0,0.0
TIC000532,CUST00148,POL00161,2025-11-06 00:00:00,2025-11-08 04:36:00.000000000,discount_dispute,high,self_service,resolved,52.6,0,0,,1,0.0
TIC000533,CUST00271,POL00293,2025-08-12 00:00:00,2025-08-13 20:45:00.000000000,account_update_request,high,email,resolved,44.75,0,0,1.0,1,51.95
TIC000534,CUST00471,POL00514,2025-12-17 00:00:00,2025-12-17 06:53:24.000000000,mileage_sync_issue,low,self_service,resolved,6.89,0,0,1.0,0,0.0
TIC000535,CUST01051,POL01143,2025-08-11 00:00:00,2025-08-12 04:10:48.000000000,claim_status_question,medium,phone,resolved,28.18,0,0,4.0,0,0.0
TIC000536,CUST00045,POL00052,2025-07-07 00:00:00,2025-07-07 18:00:36.000000000,account_update_request,medium,phone,resolved,18.01,0,1,4.0,0,0.0
TIC000537,CUST00702,POL00767,2025-04-02 00:00:00,2025-04-02 09:09:00.000000000,app_login_issue,medium,phone,resolved,9.15,0,0,4.0,0,0.0
TIC000538,CUST00367,POL00402,2025-08-15 00:00:00,2025-08-15 07:18:36.000000000,claim_status_question,low,self_service,closed_no_action,7.31,0,0,,0,0.0
TIC000539,CUST00579,POL00636,2025-06-18 00:00:00,2025-06-20 19:09:36.000000000,mileage_sync_issue,high,chat,resolved,67.16,0,0,4.0,0,0.0
TIC000540,CUST00025,POL00027,2025-11-07 00:00:00,2025-11-07 17:32:24.000000000,policy_change_request,medium,chat,resolved,17.54,0,0,5.0,0,0.0
TIC000541,CUST00518,POL00564,2025-11-25 00:00:00,2025-11-27 19:50:59.999999999,account_update_request,critical,self_service,resolved,67.85,0,0,1.0,0,0.0
TIC000542,CUST00475,POL00519,2025-05-21 00:00:00,2025-05-22 05:07:48.000000000,app_login_issue,medium,phone,resolved,29.13,0,0,4.0,0,0.0
TIC000543,CUST00055,POL00063,2025-08-30 00:00:00,2025-08-30 00:30:00.000000000,account_update_request,low,self_service,resolved,0.5,0,1,4.0,0,0.0
TIC000544,CUST00327,POL00356,2025-08-31 00:00:00,,mileage_sync_issue,critical,phone,pending,0.5,0,0,,0,0.0
TIC000545,CUST00070,POL00079,2025-07-09 00:00:00,2025-07-11 11:33:36.000000000,app_login_issue,high,chat,resolved,59.56,0,0,4.0,0,0.0
TIC000546,CUST00288,POL00314,2025-12-28 00:00:00,,billing_issue,medium,self_service,escalated,31.26,1,0,1.0,0,0.0
TIC000547,CUST00106,POL00115,2025-08-16 00:00:00,2025-08-16 03:51:00.000000000,app_login_issue,low,self_service,resolved,3.85,0,0,5.0,0,0.0
TIC000548,CUST00186,POL00200,2025-10-06 00:00:00,2025-10-06 15:54:36.000000000,policy_change_request,medium,chat,resolved,15.91,0,0,5.0,0,0.0
TIC000549,CUST00082,POL01258,2025-01-09 00:00:00,2025-01-09 07:37:12.000000000,claim_status_question,medium,phone,resolved,7.62,0,0,1.0,0,0.0
TIC000550,CUST00157,POL01202,2025-07-07 00:00:00,2025-07-07 12:55:12.000000000,app_login_issue,medium,phone,closed_no_action,12.92,0,0,,0,0.0
TIC000551,CUST00938,POL01028,2025-03-17 00:00:00,2025-03-18 08:45:00.000000000,policy_change_request,medium,chat,resolved,32.75,0,0,4.0,0,0.0
TIC000552,CUST00159,POL00172,2025-03-30 00:00:00,2025-04-01 15:18:36.000000000,account_update_request,high,chat,resolved,63.31,0,1,3.0,0,0.0
TIC000553,CUST00372,POL00407,2025-12-19 00:00:00,,payment_failure,low,chat,pending,4.12,0,0,,0,0.0
TIC000554,CUST00007,POL00007,2025-06-09 00:00:00,2025-06-10 10:23:24.000000000,policy_change_request,high,chat,closed_no_action,34.39,0,0,,0,0.0
TIC000555,CUST00223,POL00242,2025-06-24 00:00:00,2025-06-29 09:55:11.999999999,account_update_request,critical,chat,resolved,129.92,0,1,5.0,1,0.0
TIC000556,CUST01068,POL01164,2025-12-23 00:00:00,,mileage_sync_issue,low,phone,pending,1.85,0,0,,0,0.0
TIC000557,CUST00593,POL00651,2025-10-30 00:00:00,,app_login_issue,high,phone,escalated,53.44,1,0,,0,0.0
TIC000558,CUST00021,POL00022,2025-04-22 00:00:00,,claim_status_question,medium,self_service,pending,24.2,0,0,,1,57.22
TIC000559,CUST00359,POL00392,2025-03-09 00:00:00,2025-03-09 14:13:12.000000000,policy_change_request,medium,phone,resolved,14.22,0,0,2.0,0,0.0
TIC000560,CUST00102,POL00110,2025-07-14 00:00:00,,policy_change_request,high,chat,escalated,26.93,1,0,3.0,0,0.0
TIC000561,CUST00334,POL00365,2025-05-23 00:00:00,2025-05-23 18:04:12.000000000,billing_issue ,medium,phone,resolved,18.07,0,0,5.0,0,0.0
TIC000562,CUST00776,POL00848,2025-04-26 00:00:00,2025-04-26 09:34:48.000000000,discount_dispute,low,phone,closed_no_action,9.58,0,1,,0,0.0
TIC000563,CUST00552,POL00605,2025-05-13 00:00:00,2025-05-13 18:01:48.000000000,account_update_request,medium,self_service,resolved,18.03,0,1,1.0,1,72.56
TIC000564,CUST00177,POL00190,2025-09-08 00:00:00,,claim_status_question,medium,phone,escalated,18.15,1,1,1.0,1,7.92
TIC000565,CUST00681,POL00745,2025-06-28 00:00:00,2025-06-29 02:21:00.000000000,account_update_request,medium,email,resolved,26.35,0,0,5.0,0,0.0
TIC000566,CUST00067,POL00076,2025-10-27 00:00:00,2025-10-27 06:29:24.000000000,payment_failure,low,email,resolved,6.49,0,0,4.0,0,0.0
TIC000567,CUST00292,POL00319,2025-10-03 00:00:00,,discount_dispute,medium,phone,escalated,31.67,1,1,,0,0.0
TIC000568,CUST00542,POL00592,2025-04-17 00:00:00,2025-04-17 02:44:24.000000000,claim_status_question,low,phone,resolved,2.74,0,1,4.0,0,0.0
TIC000569,CUST01039,POL01130,2025-05-18 00:00:00,,mileage_sync_issue,medium,phone,escalated,10.8,1,0,2.0,0,0.0
TIC000570,CUST00961,POL01052,2025-04-18 00:00:00,,policy_change_request,medium,phone,escalated,25.19,1,0,1.0,0,0.0
TIC000571,CUST00406,POL00447,2025-08-28 00:00:00,,policy_change_request,high,phone,pending,42.95,0,1,,1,40.54
TIC000572,CUST00968,POL01059,2025-12-04 00:00:00,,billing_issue,medium,phone,pending,18.08,0,0,,0,0.0
TIC000573,CUST00874,POL00957,2025-10-28 00:00:00,2025-10-28 07:12:36.000000000,claim_status_question,low,phone,resolved,7.21,0,0,5.0,0,0.0
TIC000574,CUST00698,POL00763,2025-10-16 00:00:00,2025-10-16 18:54:36.000000000,payment_failure,medium,phone,resolved,18.91,0,0,3.0,0,0.0
TIC000575,CUST00602,POL00661,2025-12-26 00:00:00,2025-12-26 17:18:00.000000000,mileage_sync_issue,medium,email,resolved,17.3,0,1,4.0,0,0.0
