policy_id,customer_id,vehicle_id,policy_start_date,policy_end_date,policy_type,coverage_level,deductible,risk_score,base_premium,telematics_discount_pct,loyalty_discount_pct,bundled_discount_pct,final_monthly_premium,payment_frequency,autopay_flag,policy_status,renewal_flag,churn_flag,cancellation_reason,payment_timeliness_score
POL00164,CUST00151,VEH00168,2025-07-04,2026-07-03,standard,comprehensive,1000,0.68,60.37,13.82,0,6.0,48.4,quarterly,0,cancelled,0,1,price_increase,74.0
POL00165,CUST00152,VEH00169,2024-10-25,2025-10-24,standard,basic,1500,0.603,42.96,3.53,5,,39.3,monthly,0,active,0,0,,78.9
POL00166,CUST00153,VEH00170,2024-03-09,2025-03-08,standard,enhanced,1000,0.714,40.0,6.18,5,0.0,35.53,monthly,1,renewed,1,0,,100.0
POL00167,CUST00154,VEH00171,2024-08-10,2025-08-09,liability_only,enhanced,1000,0.624,50.2,11.76,3,4.0,40.78,monthly,1,active,0,0,,61.6
POL00168,CUST00155,VEH00172,2025-05-20,2026-05-19,standard,enhanced,1500,0.666,66.16,9.71,5,4.0,53.78,monthly,0,active,0,0,,87.2
POL00169,CUST00156,VEH00173,2025-02-25,2026-02-24,premium,enhanced,500,0.619,60.78,5.29,0,6.0,53.92,quarterly,0,active,0,0,,87.7
POL00170,CUST00157,VEH00174,2025-07-20,2026-07-19,standard,comprehensive,1000,0.612,52.28,,3,4.0,42.32,monthly,0,cancelled,0,1,moved_to_competitor,90.8
POL00171,CUST00158,VEH00175,2024-05-04,2025-05-03,premium,comprehensive,250,0.605,69.38,10.29,3,4.0,57.38,annual,1,cancelled,0,1,moved_to_competitor,80.3
POL00172,CUST00159,VEH00176,2025-01-12,2026-01-11,full_coverage,comprehensive,500,0.667,121.07,9.12,5,0.0,103.97,monthly,1,renewed,1,0,,90.2
POL00173,CUST00160,VEH00177,2024-03-19,2025-03-18,full_coverage,comprehensive,500,0.698,61.29,12.65,0,0.0,53.54,quarterly,1,active,0,0,,82.8
POL00174,CUST00161,VEH00178,2024-04-17,2025-04-16,liability_only,comprehensive,1000,0.78,93.55,5.0,5,0.0,84.2,quarterly,1,active,0,0,,100.0
POL00175,CUST00162,VEH00179,2025-05-31,2026-05-30,full_coverage,basic,250,0.589,84.97,5.59,0,4.0,76.82,monthly,1,active,0,0,,80.4
POL00176,CUST00163,VEH00180,2024-11-29,2025-11-28,standard,enhanced,500,0.689,57.91,6.76,0,0.0,54.0,quarterly,0,active,0,0,,75.3
POL00177,CUST00164,VEH00181,2025-02-23,2026-02-22,standard,basic,1000,0.649,65.11,2.65,0,0.0,63.38,annual,0,active,0,0,,74.7
POL00178,CUST00165,VEH00182,2025-04-06,2026-04-05,liability_only,enhanced,500,0.69,63.45,12.65,5,4.0,49.71,quarterly,0,active,0,0,,89.8
POL00179,CUST00166,VEH00183,2024-06-17,2025-06-16,standard,comprehensive,1000,0.626,76.59,11.47,0,0.0,67.81,semiannual,0,lapsed,0,1,claim_dispute,68.5
POL00180,CUST00167,VEH00184,2024-09-15,2025-09-14,full_coverage,comprehensive,1000,0.801,105.59,5.0,7,0.0,92.92,monthly,0,cancelled,0,1,price_increase,85.5
POL00181,CUST00168,VEH00185,2024-07-31,2025-07-30,premium,enhanced,500,0.712,41.57,12.65,5,4.0,32.57,monthly,0,renewed,1,0,,100.0
POL00182,CUST00169,VEH00186,2025-06-02,2026-06-01,premium,basic,1000,0.691,40.29,5.88,0,0.0,37.92,monthly,1,renewed,1,0,,63.9
POL00183,CUST00170,VEH00187,2024-02-15,2025-02-13,liability_only,comprehensive,500,0.738,43.56,3.53,0,0.0,42.02,monthly,1,renewed,1,0,,81.0
POL00184,CUST00171,VEH00188,2025-04-18,2026-04-17,standard,comprehensive,500,0.656,68.82,,7,0.0,61.37,monthly,0, active,0,0,,79.9
POL00185,CUST00172,VEH00189,2024-01-28,2025-01-26,standard,basic,500,0.796,88.34,10.29,3,0.0,76.6,monthly,1,cancelled,0,1,billing_problems,85.1
POL00186,CUST00173,VEH00190,2024-03-15,2025-03-14,premium,basic,1000,0.579,68.08,10.29,3,0.0,59.03,monthly,1,active,0,0,,80.3
POL00187,CUST00174,VEH00191,2025-04-17,2026-04-16,standard,enhanced,250,0.671,91.01,4.12,3,0.0,84.53,semiannual,1,active,0,0,,63.0
POL00188,CUST00175,VEH00192,2025-01-25,2026-01-24,premium,comprehensive,500,0.697,94.49,4.12,0,6.0,29.7255,monthly,0,renewed,1,0,,94.7
POL00189,CUST00176,VEH00193,2024-12-17,2025-12-16,premium,comprehensive,1000,0.613,62.03,3.53,0,4.0,57.36,monthly,1,active,0,0,,82.8
POL00190,CUST00177,VEH00194,2025-02-12,2026-02-11,premium,enhanced,1000,0.813,99.09,0.0,3,0.0,96.12,monthly,1,active,0,0,,74.6
POL00191,CUST00178,VEH00195,2024-07-18,2025-07-17,standard,enhanced,1000,0.613,44.22,7.65,7,0.0,37.74,quarterly,1,active,0,0,,66.5
POL00192,CUST00179,VEH00196,2025-02-10,2026-02-09,liability_only,basic,250,0.587,40.0,9.71,0,,34.52,quarterly,0,active,0,0,,80.1
POL00193,CUST00180,VEH00197,2024-02-08,2025-02-06,liability_only,basic,250,0.796,68.63,5.59,0,0.0,64.79,monthly,0,cancelled,0,1,price_increase,84.8
POL00194,CUST00181,VEH00198,2024-01-11,2025-01-09,liability_only,enhanced,1500,0.662,70.08,5.0,7,0.0,61.67,monthly,0,cancelled,0,1,claim_dispute,100.0
POL00195,CUST00182,VEH00199,2024-09-13,2025-09-12,full_coverage,enhanced,500,0.597,62.04,7.35,0,,55.0,monthly,1,active,0,0,,90.1
POL00196,CUST00183,VEH00200,2024-04-27,2025-04-26,premium,enhanced,1500,0.635,56.74,5.88,3,,49.43,quarterly,1,active,0,0,,84.8
POL00197,CUST00184,VEH00201,2024-05-19,2025-05-18,premium,basic,500,0.823,63.04,8.82,3,4.0,53.07,semiannual,0,active,0,0,,75.6
POL00198,CUST00184,VEH00202,2024-11-30,2025-11-29,standard,enhanced,500,0.738,66.86,8.24,5,0.0,58.01,semiannual,0,lapsed,0,1,moved_to_competitor,100.0
POL00199,CUST00185,VEH00203,2025-04-20,2026-04-19,standard,comprehensive,250,0.54,64.93,,0,4.0,57.18,monthly,1,active,0,0,,93.5
POL00200,CUST00186,VEH00204,2025-05-11,2026-05-10,standard,enhanced,1000,0.852,119.51,7.06,0,0.0,111.07,monthly,1,renewed,1,0,,86.4
POL00201,CUST00187,VEH00205,2025-04-17,2026-04-16,full_coverage,basic,500,0.728,40.0,0.0,0,0.0,40.0,semiannual,0,active,0,0,,74.6
POL00202,CUST00188,VEH00206,2024-03-10,2025-03-09,liability_only,comprehensive,250,0.712,79.23,5.0,5,0.0,71.31,quarterly,0,active,0,0,,74.9
POL00203,CUST00189,VEH00207,2024-03-25,2025-03-24,standard,comprehensive,1000,0.547,82.16,7.06,0,0.0,76.36,monthly,1,renewed,1,0,,68.4
POL00204,CUST00190,VEH00208,2025-07-15,2026-07-14,premium,enhanced,500,0.709,54.78,2.06,3,0.0,52.01,monthly,1,active,0,0,,57.4
POL00205,CUST00191,VEH00209,2024-09-05,2025-09-04,full_coverage,comprehensive,500,0.583,91.76,8.24,0,4.0,80.53,monthly,0,active,0,0,,74.6
POL00206,CUST00192,VEH00210,2025-03-24,2026-03-23,standard,enhanced,1000,0.7,40.0,11.18,0,0.0,35.53,quarterly,0,active,0,0,,93.5
POL00207,CUST00193,VEH00211,2024-05-23,2025-05-22,full_coverage,comprehensive,500,0.741,99.74,11.18,3,0.0,85.6,monthly,0,active,0,0,,98.0
POL00208,CUST00193,VEH00212,2025-04-27,2026-04-26,full_coverage,comprehensive,500,0.772,85.64,9.12,0,0.0,77.83,monthly,1,renewed,1,0,,99.6
POL00209,CUST00194,VEH00213,2024-10-12,2025-10-11,standard,enhanced,500,0.637,63.11,10.29,5,0.0,53.46,quarterly,0,active,0,0,,89.5
POL00210,CUST00194,VEH00214,2024-06-14,2025-06-13,full_coverage,basic,250,0.629,45.47,9.41,0,4.0,39.37,monthly,1,active,0,0,,66.2
POL00211,CUST00195,VEH00215,2024-06-23,2025-06-22,liability_only,comprehensive,1500,0.576,40.52,8.53,0,0.0,37.06,monthly,0,cancelled,0,1,moved_to_competitor,93.1
POL00212,CUST00196,VEH00216,2024-01-19,2025-01-17,standard,comprehensive,1500,0.746,59.97,14.71,0,0.0,51.15,annual,1,renewed,1,0,,87.6
POL00213,CUST00197,VEH00217,2025-09-13,2026-09-12,standard,basic,1000,0.739,58.17,6.18,0,0.0,130.992,monthly,0, lapsed,0,1,,84.0
POL00214,CUST00198,VEH00218,2024-04-12,2025-04-11,full_coverage,comprehensive,500,0.777,122.16,11.76,0,0.0,107.79,annual,1,active,0,0,,66.0
POL00215,CUST00199,VEH00219,2024-06-30,2025-06-29,standard,basic,500,0.722,70.8,0.59,0,0.0,70.38,monthly,1,active,0,0,,66.7
POL00216,CUST00199,VEH00220,2024-10-28,2025-10-27,liability_only,basic,1000,0.686,44.75,10.88,3,0.0,38.54,quarterly,1,active,0,0,,79.5
POL00217,CUST00200,VEH00221,2024-05-07,2025-05-06,premium,basic,500,0.659,67.21,7.06,0,0.0,62.46,monthly,1,cancelled,0,1,moved_to_competitor,94.4
POL00218,CUST00201,VEH00222,2025-07-01,2026-06-30,liability_only,enhanced,500,0.751,56.4,5.29,3,4.0,49.47,monthly,1,ACTIVE,0,0,,85.6
POL00219,CUST00202,VEH00223,2025-02-04,2026-02-03,full_coverage,enhanced,500,0.607,64.68,9.41,0,0.0,58.59,annual,1,cancelled,0,1,moved_to_competitor,82.4
POL00220,CUST00203,VEH00224,2024-06-21,2025-06-20,premium,comprehensive,1000,0.726,103.82,2.65,3,0.0,97.95,monthly,0,active,0,0,,90.6
POL00221,CUST00204,VEH00225,2024-03-20,2025-03-19,full_coverage,comprehensive,500,0.764,154.25,10.29,0,0.0,138.38,quarterly,1,active,0,0,,67.8
POL00222,CUST00204,VEH00226,2024-01-12,2025-01-10,standard,comprehensive,500,0.58,89.99,8.24,0,6.0,77.18,semiannual,1,lapsed,0,1,price_increase,76.0
POL00223,CUST00204,VEH00227,2024-10-06,2025-10-05,standard,basic,500,0.575,69.93,7.35,3,4.0,59.9,monthly,1,cancelled,0,1,moved_to_competitor,75.8
POL00224,CUST00205,VEH00228,2024-06-06,2025-06-05,premium,enhanced,250,0.642,126.1,6.18,0,0.0,118.31,monthly,0,active,0,0,,59.6
POL00225,CUST00206,VEH00229,2025-03-27,2026-03-26,full_coverage,enhanced,500,0.616,41.59,10.59,0,0.0,37.19,annual,0,active,0,0,,87.4
POL00226,CUST00207,VEH00230,2025-01-01,2025-12-31,premium,enhanced,1000,0.74,93.57,,0,0.0,86.69,semiannual,0,renewed,1,0,,100.0
POL00227,CUST00208,VEH00231,2024-07-01,2025-06-30,premium,comprehensive,1000,0.794,76.99,2.35,0,4.0,72.1,quarterly,1,active,0,0,,88.3
POL00228,CUST00209,VEH00232,2024-08-09,2025-08-08,standard,enhanced,250,0.649,83.07,6.76,0,6.0,72.47,monthly,0,active,0,0,,64.7
POL00229,CUST00210,VEH00233,2024-02-05,2025-02-03,standard,comprehensive,500,0.631,66.43,9.71,0,4.0,57.32,semiannual,0,active,0,0,,93.1
POL00230,CUST00211,VEH00234,2025-06-29,2026-06-28,liability_only,basic,250,0.563,40.0,10.29,0,4.0,34.28,monthly,0,lapsed,0,1,price_increase,100.0
POL00231,CUST00212,VEH00235,2024-08-09,2025-08-08,standard,enhanced,1000,0.643,68.23,9.71,0,4.0,58.88,annual,1,renewed,1,0,,64.7
POL00232,CUST00213,VEH00236,2025-03-28,2026-03-27,standard,comprehensive,500,0.692,57.19,10.59,0,0.0,51.13,annual,0,lapsed,0,1,billing_problems,71.1
POL00233,CUST00214,VEH00237,2024-02-18,2025-02-16,standard,basic,500,0.717,79.87,14.71,3,0.0,65.73,quarterly,1,active,0,0,,74.0
POL00234,CUST00215,VEH00238,2025-06-19,2026-06-18,premium,comprehensive,250,0.598,52.12,6.18,0,,48.9,monthly,0,cancelled,0,1,billing_problems,79.8
POL00235,CUST00216,VEH00239,2024-04-15,2025-04-14,standard,enhanced,1000,0.63,40.0,2.65,0,0.0,38.94,annual,0,cancelled,0,1,service_issues,61.4
POL00236,CUST00217,VEH00240,2025-02-03,2026-02-02,full_coverage,basic,250,0.796,98.63,3.82,3,4.0,87.96,monthly,1,cancelled,0,1,billing_problems,68.9
POL00237,CUST00218,VEH00241,2024-11-11,2025-11-10,liability_only,enhanced,250,0.612,40.0,3.53,3,0.0,37.39,quarterly,1,active,0,0,,85.6
POL00238,CUST00219,VEH00242,2025-03-30,2026-03-29,premium,basic,1500,0.658,74.02,5.0,5,4.0,63.66,monthly,1,active,0,0,,70.9
POL00239,CUST00220,VEH00243,2024-02-23,2025-02-21,full_coverage,comprehensive,500,0.548,83.53,,0,0.0,76.9,monthly,0,active,0,0,,69.8
POL00240,CUST00221,VEH00244,2025-09-04,2026-09-03,premium,basic,500,0.62,40.0,6.76,5,0.0,35.3,monthly,0,lapsed,0,1,price_increase,93.3
POL00241,CUST00222,VEH00245,2024-01-05,2025-01-03,standard,enhanced,500,0.814,113.74,11.18,5,0.0,95.34,monthly,1,cancelled,0,1,service_issues,100.0
POL00242,CUST00223,VEH00246,2024-02-19,2025-02-17,liability_only,basic,500,0.607,40.0,7.06,0,4.0,35.58,monthly,0,renewed,1,0,,86.0
POL00243,CUST00224,VEH00247,2025-01-21,2026-01-20,premium,enhanced,1000,0.702,71.96,2.65,0,6.0,65.74,monthly,0,active,0,0,,77.3
POL00244,CUST00225,VEH00248,2024-07-25,2025-07-24,full_coverage,basic,1000,0.634,42.9,5.29,3,4.0,37.63,monthly,0, active,0,0,,100.0
POL00245,CUST00226,VEH00249,2024-09-12,2025-09-11,full_coverage,basic,1000,0.706,76.48,7.35,5,6.0,62.45,semiannual,1,renewed,1,0,,89.7
POL00246,CUST00227,VEH00250,2025-01-18,2026-01-17,premium,comprehensive,1000,0.786,78.23,11.47,0,0.0,69.26,monthly,0,active,0,0,,100.0
POL00247,CUST00228,VEH00251,2024-09-01,2025-08-31,liability_only,enhanced,250,0.67,55.18,4.71,0,8.0,48.17,monthly,1,active,0,0,,98.4
POL00248,CUST00229,VEH00252,2024-07-23,2025-07-22,premium,comprehensive,1000,0.646,95.3,2.35,3,,86.39,monthly,0,Active,0,0,,100.0
POL00249,CUST00230,VEH00254,2024-04-03,2025-04-02,standard,enhanced,500,0.643,58.96,5.59,5,0.0,52.72,quarterly,0,active,0,0,,77.0
POL00250,CUST00231,VEH00255,2024-01-17,2025-01-15,standard,enhanced,250,0.719,78.44,3.24,0,4.0,72.76,semiannual,0,cancelled,0,1,price_increase,85.4
POL00251,CUST00232,VEH00256,2025-03-07,2026-03-06,full_coverage,enhanced,500,0.732,80.69,8.82,0,0.0,73.57,quarterly,0,active ,0,0,,83.8
POL00252,CUST00233,VEH00257,2024-01-29,2025-01-27,liability_only,basic,250,0.647,42.91,,3,0.0,40.49,monthly,1,renewed,1,0,,100.0
POL00253,CUST00233,VEH00258,2024-01-15,2025-01-13,liability_only,enhanced,500,0.635,63.53,12.35,0,0.0,55.68,monthly,1,cancelled,0,1,price_increase,91.2
POL00254,CUST00234,VEH00259,2024-12-11,2025-12-10,full_coverage,enhanced,500,0.763,105.39,3.53,5,0.0,96.4,annual,0,renewed,1,0,,71.7
POL00255,CUST00235,VEH00260,2024-07-15,2025-07-14,full_coverage,basic,1000,0.733,64.96,,0,0.0,64.01,monthly,0,lapsed,0,1,billing_problems,47.2
POL00256,CUST00236,VEH00261,2024-03-05,2025-03-04,full_coverage,comprehensive,500,0.57,40.0,4.71,0,0.0,38.12,monthly,1,renewed,1,0,,94.7
POL00257,CUST00237,VEH00262,2024-08-13,2025-08-12,premium,enhanced,1000,0.594,67.18,6.47,0,6.0,58.8,annual,1,lapsed,0,1,billing_problems,100.0
POL00258,CUST00238,VEH00263,2024-04-08,2025-04-07,standard,enhanced,500,0.647,46.77,8.24,0,4.0,41.05,monthly,0,active,0,0,,85.9
POL00259,CUST00239,VEH00264,2024-06-20,2025-06-19,premium,comprehensive,500,0.576,105.7,1.47,0,6.0,97.8,monthly,1,active,0,0,,65.0
POL00260,CUST00240,VEH00265,2024-06-20,2025-06-19,premium,comprehensive,500,0.673,176.8,11.18,7,0.0,144.66,semiannual,1,renewed,1,0,,87.9
POL00261,CUST00241,VEH00266,2024-02-15,2025-02-13,premium,enhanced,250,0.672,147.2,9.71,5,0.0,125.55,semiannual,1,lapsed,0,1,price_increase,76.3
POL00262,CUST00242,VEH00267,2025-03-01,2026-02-28,full_coverage,enhanced,1000,0.618,87.82,,5,0.0,79.56,monthly,1,active,0,0,,75.4
POL00263,CUST00243,VEH00268,2025-06-08,2026-06-07,standard,enhanced,1500,0.606,80.78,12.65,5,,66.52,annual,1,renewed,1,0,,100.0
POL00264,CUST00244,VEH00269,2024-04-20,2025-04-19,premium,basic,250,0.812,120.25,12.06,5,4.0,94.93,quarterly,1,renewed,1,0,,83.9
POL00265,CUST00245,VEH00270,2024-11-30,2025-11-29,standard,enhanced,1500,0.618,42.37,5.88,3,0.0,38.61,monthly,1,active,0,0,,64.9
POL00266,CUST00246,VEH00271,2024-11-26,2025-11-25,full_coverage,enhanced,500,0.631,74.04,3.82,3,0.0,68.99,semiannual,1,lapsed,0,1,price_increase,85.8
POL00267,CUST00247,VEH00272,2025-07-29,2026-07-28,liability_only,basic,500,0.831,66.47,1.47,3,6.0,59.51,monthly,0,cancelled,0,1,claim_dispute,48.3
POL00268,CUST00248,VEH00273,2024-07-13,2025-07-12,liability_only,basic,500,0.606,40.0,7.65,0,0.0,36.94,monthly,1,renewed,1,0,,85.7
POL00269,CUST00249,VEH00274,2024-07-31,2025-07-30,premium,basic,250,0.76,40.0,,5,8.0,34.21,monthly,0,active,0,0,,93.4
POL00270,CUST00250,VEH00275,2025-07-08,2026-07-07,liability_only,comprehensive,500,0.671,101.97,14.71,0,0.0,86.97,monthly,1,cancelled,0,1,price_increase,73.3
POL00271,CUST00251,VEH00276,2025-02-08,2026-02-07,liability_only,enhanced,250,0.539,40.0,7.94,0,4.0,35.22,annual,1,active,0,0,,83.6
POL00272,CUST00253,VEH00278,2025-03-14,2026-03-13,standard,basic,250,0.587,40.0,8.53,0,0.0,36.59,monthly,0,renewed,1,0,,100.0
POL00273,CUST00254,VEH00279,2024-05-03,2025-05-02,premium,basic,500,0.716,59.93,7.35,0,0.0,55.53,monthly,1,cancelled,0,1,billing_problems,59.1
POL00274,CUST00255,VEH00280,2024-08-25,2025-08-24,premium,enhanced,500,0.668,73.83,1.47,0,0.0,72.74,quarterly,0,active,0,0,,91.0
POL00275,CUST00256,VEH00281,2024-08-06,2025-08-05,premium,comprehensive,500,0.768,109.37,5.59,0,8.0,94.51,monthly,1,active,0,0,,83.8
POL00276,CUST00256,VEH00282,2024-04-18,2025-04-17,liability_only,basic,500,0.917,44.76,5.88,3,0.0,40.79,monthly,1,active,0,0,,92.3
POL00277,CUST00257,VEH00283,2024-12-31,2025-12-30,premium,enhanced,1000,0.774,125.03,,0,0.0,112.16,monthly,0,cancelled,0,1,billing_problems,63.7
POL00278,CUST00258,VEH00284,2024-11-27,2025-11-26,full_coverage,enhanced,500,0.59,117.6,11.18,5,6.0,91.52,semiannual,1,active,0,0,,100.0
POL00279,CUST00259,VEH00285,2024-06-26,2025-06-25,standard,enhanced,1000,0.629,87.87,9.12,7,0.0,73.71,monthly,0,active,0,0,,72.3
POL00280,CUST00260,VEH00286,2024-01-16,2025-01-14,premium,enhanced,500,0.723,79.84,0.0,7,0.0,74.25,monthly,0,active,0,0,,84.9
POL00281,CUST00261,VEH00287,2025-02-15,2026-02-14,standard,basic,250,0.836,54.34,14.71,5,4.0,41.46,monthly,1,active,0,0,,71.0
POL00282,CUST00262,VEH00288,2024-11-19,2025-11-18,liability_only,basic,250,0.723,47.67,9.12,0,0.0,43.32,monthly,0,active,0,0,,91.1
POL00283,CUST00263,VEH00289,2024-01-13,2025-01-11,premium,enhanced,500,0.667,55.65,9.41,0,8.0,45.96,monthly,0,active,0,0,,52.7
POL00284,CUST00264,VEH00290,2025-02-02,2026-02-01,liability_only,basic,500,0.839,75.76,12.94,0,0.0,65.96,monthly,1,active,0,0,,77.9
POL00285,CUST00265,VEH00291,2024-08-05,2025-08-04,liability_only,basic,1000,0.56,40.0,7.35,0,8.0,33.86,monthly,0,lapsed,0,1,moved_to_competitor,88.6
POL00286,CUST00265,VEH00292,2025-04-14,2026-04-13,liability_only,basic,500,0.659,45.18,5.59,0,4.0,40.85,semiannual,1,active,0,0,,54.9
POL00287,CUST00266,VEH00293,2024-08-13,2025-08-12,premium,enhanced,1500,0.758,142.71,10.0,3,8.0,112.74,monthly,1,active,0,0,,75.6
POL00288,CUST00267,VEH00294,2024-03-08,2025-03-07,full_coverage,comprehensive,500,0.816,83.68,5.0,0,6.0,74.48,monthly,0,renewed,1,0,,58.6
POL00289,CUST00268,VEH00295,2024-10-12,2025-10-11,standard,comprehensive,1000,0.57,109.3,11.47,7,0.0,89.11,monthly,0,active,0,0,,98.4
POL00290,CUST00269,VEH00296,2025-09-30,2026-09-29,liability_only,enhanced,1000,0.549,51.79,7.35,0,,47.98,monthly,1,renewed,1,0,,62.9
POL00291,CUST00270,VEH00297,2025-01-12,2026-01-11,premium,basic,1000,0.77,78.35,0.0,3,4.0,72.87,semiannual,1,active,0,0,,81.3
POL00292,CUST00270,VEH00298,2024-02-14,2025-02-12,standard,enhanced,500,0.756,62.32,,0,4.0,57.08,monthly,1,active,0,0,,92.7
POL00293,CUST00271,VEH00299,2024-03-09,2025-03-08,full_coverage,basic,1000,0.87,108.54,5.59,3,0.0,99.22,monthly,1,cancelled,0,1,billing_problems,80.3
POL00294,CUST00272,VEH00300,2024-08-11,2025-08-10,premium,enhanced,1000,0.736,88.02,2.06,0,0.0,86.21,monthly,1,cancelled,0,1,price_increase,100.0
POL00295,CUST00273,VEH00301,2025-02-24,2026-02-23,full_coverage,comprehensive,500,0.646,177.96,0.88,7,0.0,163.94,semiannual,0,active,0,0,,64.1
POL00296,CUST00274,VEH00302,2024-11-04,2025-11-03,standard,enhanced,1000,0.674,40.0,10.29,0,0.0,35.88,semiannual,1,active,0,0,,40.1
POL00297,CUST00275,VEH00303,2025-09-05,2026-09-04,standard,comprehensive,500,0.679,134.77,6.47,0,0.0,126.05,semiannual,0,cancelled,0,1,service_issues,92.8
POL00298,CUST00275,VEH00304,2025-05-26,2026-05-25,premium,enhanced,500,0.569,107.87,11.76,0,0.0,95.18,monthly,0,active,0,0,,97.2
POL00299,CUST00275,VEH00305,2024-04-14,2025-04-13,premium,enhanced,1000,0.614,62.53,8.82,0,0.0,57.01,annual,1,renewed,1,0,,87.9
POL00300,CUST00276,VEH00306,2025-07-03,2026-07-02,standard,enhanced,500,0.556,46.86,12.65,0,0.0,40.93,monthly,0,active,0,0,,100.0
POL00301,CUST00277,VEH00307,2025-08-05,2026-08-04,standard,comprehensive,500,0.644,82.61,5.0,7,6.0,67.74,semiannual,1,active,0,0,,78.3
POL00302,CUST00278,VEH00308,2024-06-24,2025-06-23,standard,comprehensive,500,0.636,114.37,11.47,7,0.0,93.25,annual,0,active,0,0,,93.1
POL00303,CUST00278,VEH00309,2024-09-14,2025-09-13,premium,enhanced,1500,0.66,54.75,4.41,3,0.0,50.69,monthly,1,active,0,0,,72.6
POL00304,CUST00279,VEH00310,2024-04-07,2025-04-06,premium,comprehensive,1500,0.627,96.73,10.59,0,0.0,86.49,quarterly,0,active,0,0,,66.4
POL00305,CUST00280,VEH00311,2025-09-06,2026-09-05,premium,basic,250,0.828,80.08,7.94,0,6.0,68.92,quarterly,1,active,0,0,,74.8
POL00306,CUST00281,VEH00312,2024-11-28,2025-11-27,premium,comprehensive,250,0.691,80.18,7.06,0,4.0,71.31,monthly,0,active,0,0,,81.2
POL00307,CUST00282,VEH00313,2025-02-01,2026-01-31,premium,basic,500,0.663,40.0,5.29,3,,36.68,monthly,1,cancelled,0,1,price_increase,97.4
POL00308,CUST00283,VEH00314,2024-05-16,2025-05-15,standard,basic,500,0.67,54.49,9.12,0,0.0,49.52,annual,1,active,0,0,,95.3
POL00309,CUST00284,VEH00315,2024-12-06,2025-12-05,standard,enhanced,500,0.696,63.53,5.59,5,0.0,56.8,monthly,0,renewed,1,0,,65.2
POL00310,CUST00285,VEH00316,2024-06-28,2025-06-27,standard,enhanced,500,0.608,64.87,13.82,5,0.0,52.66,quarterly,1,cancelled,0,1,price_increase,81.4
POL00311,CUST00286,VEH00317,2024-11-21,2025-11-20,standard,comprehensive,1500,0.583,86.16,5.88,0,0.0,81.09,annual,1,active,0,0,,90.2
POL00312,CUST00286,VEH00318,2025-05-08,2026-05-07,premium,basic,250,0.7,100.76,3.82,0,0.0,96.91,monthly,1,active,0,0,,100.0
POL00313,CUST00287,VEH00319,2024-03-10,2025-03-09,full_coverage,comprehensive,250,0.735,97.66,11.47,5,,75.72,monthly,1,renewed,1,0,,68.6
POL00314,CUST00288,VEH00320,2024-12-09,2025-12-08,standard,enhanced,1000,0.884,96.45,0.59,0,0.0,95.88,quarterly,1,renewed,1,0,,86.8
POL00315,CUST00289,VEH00321,2024-01-19,2025-01-17,standard,comprehensive,1000,0.777,179.93,2.06,0,0.0,176.22,monthly,0,active,0,0,,65.1
POL00316,CUST00290,VEH00322,2025-09-15,2026-09-14,liability_only,basic,500,0.755,60.69,5.88,5,0.0,54.09,semiannual,1,active,0,0,,84.0
POL00317,CUST00290,VEH00323,2025-08-22,2026-08-21,premium,basic,500,0.741,93.27,3.53,3,0.0,87.18,monthly,0,active,0,0,,100.0
POL00318,CUST00291,VEH00324,2025-04-04,2026-04-03,premium,comprehensive,500,0.673,85.0,6.76,3,,76.7,semiannual,0,cancelled,0,1,service_issues,88.4
POL00319,CUST00292,VEH00325,2025-01-26,2026-01-25,standard,comprehensive,250,0.649,62.29,4.41,0,,55.81,monthly,1,active,0,0,,60.4
POL00320,CUST00293,VEH00326,2025-06-07,2026-06-06,full_coverage,enhanced,500,0.774,66.67,7.94,0,8.0,56.04,quarterly,1,cancelled,0,1,moved_to_competitor,72.0
POL00321,CUST00294,VEH00327,2024-08-26,2025-08-25,full_coverage,comprehensive,1000,0.644,68.02,6.76,7,0.0,58.66,monthly,0,lapsed,0,1,price_increase,72.8
POL00322,CUST00295,VEH00328,2025-05-30,2026-05-29,full_coverage,basic,500,0.686,52.49,2.65,3,0.0,49.52,quarterly,1,lapsed,0,1,price_increase,80.9
POL00323,CUST00296,VEH00329,2025-08-24,2026-08-23,standard,comprehensive,1000,0.703,43.44,9.12,0,0.0,39.48,monthly,1,ACTIVE,0,0,,95.8
POL00324,CUST00297,VEH00330,2024-01-14,2025-01-12,premium,enhanced,1500,0.711,77.15,0.88,5,0.0,72.61,monthly,0,cancelled,0,1,price_increase,61.6
POL00325,CUST00299,VEH00332,2024-08-26,2025-08-25,full_coverage,comprehensive,500,0.725,138.24,6.18,0,0.0,129.7,monthly,1,renewed,1,0,,65.4
POL00326,CUST00299,VEH00333,2024-01-22,2025-01-20,standard,comprehensive,250,0.574,60.19,8.24,0,6.0,51.62,monthly,1,active,0,0,,68.8
POL00327,CUST00300,VEH00334,2025-09-23,2026-09-22,standard,enhanced,250,0.614,40.0,10.59,0,0.0,35.76,quarterly,0,lapsed,0,1,,85.7
POL00328,CUST00300,VEH00335,2024-05-07,2025-05-06,standard,basic,500,0.782,69.63,10.0,0,0.0,62.67,monthly,1,lapsed,0,1,price_increase,98.6
POL00329,CUST00301,VEH00336,2024-11-12,2025-11-11,standard,comprehensive,250,0.74,92.88,11.47,7,0.0,75.73,semiannual,1,renewed,1,0,,88.6
