customer_id,policy_id,vehicle_id,total_premium_paid,total_discount_amount,total_support_cost,total_claim_cost,estimated_customer_ltv,estimated_net_value,profitability_segment
CUST00250,POL00270,VEH00275,521.8199999999999,90.0,25.19,0.0,521.8199999999999,496.62999999999994,low
CUST00251,POL00271,VEH00276,387.41999999999996,52.58000000000001,224.41,0.0,387.41999999999996,163.00999999999996,low
CUST00253,POL00272,VEH00278,365.90000000000003,34.099999999999966,115.33,0.0,567.1450000000001,250.57000000000005,low
CUST00254,POL00273,VEH00279,277.65,21.999999999999993,111.07,0.0,277.65,166.57999999999998,low
CUST00255,POL00274,VEH00280,581.92,8.720000000000027,150.76,0.0,581.92,431.15999999999997,low
CUST00256,POL00275,VEH00281,756.08,118.88,64.85,0.0,756.08,691.23,medium
CUST00256,POL00276,VEH00282,163.16,15.879999999999995,112.55999999999999,2089.89,163.16,-2039.29,negative
CUST00257,POL00277,VEH00283,1345.92,154.44000000000005,0.0,0.0,1345.92,1345.92,medium
CUST00258,POL00278,VEH00284,1006.7199999999999,286.88,112.5,0.0,1006.7199999999999,894.2199999999999,medium
CUST00259,POL00279,VEH00285,442.26,84.96000000000006,97.31,0.0,442.26,344.95,low
CUST00260,POL00280,VEH00286,74.25,5.590000000000003,58.28,0.0,74.25,15.969999999999999,low
CUST00261,POL00281,VEH00287,456.06,141.68000000000004,0.0,0.0,456.06,456.06,low
CUST00262,POL00282,VEH00288,476.52,47.850000000000016,115.47999999999999,2041.1,476.52,-1680.06,negative
CUST00263,POL00283,VEH00289,45.96,9.689999999999998,222.82999999999998,0.0,45.96,-176.86999999999998,negative
CUST00264,POL00284,VEH00290,725.56,107.80000000000013,80.32,0.0,725.56,645.24,medium
CUST00265,POL00285,VEH00291,270.88,49.120000000000005,48.34,0.0,270.88,222.54,low
CUST00265,POL00286,VEH00292,367.65000000000003,38.969999999999985,45.29,0.0,367.65000000000003,322.36,low
CUST00266,POL00287,VEH00293,901.92,239.7600000000001,0.0,0.0,901.92,901.92,medium
CUST00267,POL00288,VEH00294,223.44,27.60000000000001,351.05,0.0,346.332,-127.61000000000001,negative
CUST00268,POL00289,VEH00295,891.1,201.89999999999998,273.12,0.0,891.1,617.98,medium
CUST00269,POL00290,VEH00296,191.92,15.240000000000009,247.73,0.0,297.476,-55.81,negative
CUST00270,POL00291,VEH00297,874.44,65.75999999999988,334.33,0.0,874.44,540.1100000000001,medium
CUST00270,POL00292,VEH00298,114.16,10.480000000000004,121.33,0.0,114.16,-7.170000000000002,negative
CUST00271,POL00293,VEH00299,297.65999999999997,27.960000000000022,200.93,843.16,297.65999999999997,-746.4300000000001,negative
CUST00272,POL00294,VEH00300,689.68,14.480000000000018,79.43,0.0,689.68,610.25,medium
CUST00273,POL00295,VEH00301,1803.34,154.2200000000001,112.37,0.0,1803.34,1690.9699999999998,medium
CUST00274,POL00296,VEH00302,394.68,45.31999999999997,62.84,0.0,394.68,331.84000000000003,low
CUST00275,POL00297,VEH00303,504.2,34.88000000000005,0.0,0.0,504.2,504.2,medium
CUST00275,POL00298,VEH00304,761.44,101.51999999999998,127.85,0.0,761.44,633.59,medium
CUST00275,POL00299,VEH00305,228.04,22.080000000000013,36.96,0.0,353.462,191.07999999999998,low
CUST00276,POL00300,VEH00306,245.57999999999998,35.58,0.0,0.0,245.57999999999998,245.57999999999998,low
CUST00277,POL00301,VEH00307,338.7,74.35000000000002,0.0,0.0,338.7,338.7,low
CUST00278,POL00302,VEH00308,559.5,126.72000000000003,48.47,0.0,559.5,511.03,medium
CUST00278,POL00303,VEH00309,456.21,36.54000000000002,69.83,0.0,456.21,386.38,low
CUST00279,POL00304,VEH00310,345.96,40.960000000000036,120.57,0.0,345.96,225.39,low
CUST00280,POL00305,VEH00311,275.68,44.639999999999986,239.28,0.0,275.68,36.400000000000006,low
CUST00281,POL00306,VEH00312,784.4100000000001,97.57000000000005,171.03,0.0,784.4100000000001,613.3800000000001,medium
CUST00282,POL00307,VEH00313,403.48,36.52,133.0,0.0,403.48,270.48,low
CUST00283,POL00308,VEH00314,247.60000000000002,24.849999999999994,71.45,0.0,247.60000000000002,176.15000000000003,low
CUST00284,POL00309,VEH00315,681.5999999999999,80.76000000000005,72.74,0.0,1056.4799999999998,608.8599999999999,medium
CUST00285,POL00310,VEH00316,315.96,73.26000000000005,41.72,0.0,315.96,274.24,low
CUST00286,POL00311,VEH00317,891.99,55.769999999999925,46.72,0.0,891.99,845.27,medium
CUST00286,POL00312,VEH00318,775.28,30.800000000000068,232.46,0.0,775.28,542.8199999999999,medium
CUST00287,POL00313,VEH00319,227.16,65.82,78.2,0.0,352.098,148.95999999999998,low
CUST00288,POL00314,VEH00320,1150.56,6.840000000000089,123.47999999999999,0.0,1783.368,1027.08,medium
CUST00289,POL00315,VEH00321,176.22,3.710000000000008,68.56,0.0,176.22,107.66,low
CUST00290,POL00316,VEH00322,216.36,26.399999999999977,210.23,0.0,216.36,6.130000000000024,low
CUST00290,POL00317,VEH00323,435.90000000000003,30.449999999999946,27.2,0.0,435.90000000000003,408.70000000000005,low
CUST00291,POL00318,VEH00324,690.3000000000001,74.69999999999997,116.84,0.0,690.3000000000001,573.46,medium
CUST00292,POL00319,VEH00325,669.72,77.75999999999996,97.66,0.0,669.72,572.0600000000001,medium
CUST00293,POL00320,VEH00326,392.28,74.41000000000003,61.91,1057.32,392.28,-726.9499999999999,negative
CUST00294,POL00321,VEH00327,469.28,74.88,218.61,4519.59,469.28,-4268.92,negative
CUST00295,POL00322,VEH00328,396.16,23.75999999999999,155.64,0.0,396.16,240.52000000000004,low
CUST00296,POL00323,VEH00329,197.39999999999998,19.800000000000004,43.1,0.0,197.39999999999998,154.29999999999998,low
CUST00297,POL00324,VEH00330,72.61,4.540000000000006,247.19,0.0,72.61,-174.57999999999998,negative
CUST00299,POL00325,VEH00332,1037.6,68.32000000000016,229.42000000000002,990.08,1608.28,-181.9000000000002,negative
CUST00299,POL00326,VEH00333,51.62,8.57,133.39,0.0,51.62,-81.76999999999998,negative
CUST00300,POL00327,VEH00334,143.04,16.960000000000008,155.4,0.0,143.04,-12.360000000000014,negative
CUST00300,POL00328,VEH00335,313.35,34.79999999999997,0.0,0.0,313.35,313.35,low
CUST00301,POL00329,VEH00336,833.0300000000001,188.64999999999992,176.15,0.0,1291.1965000000002,656.8800000000001,medium
CUST00302,POL00330,VEH00337,497.04,24.560000000000002,127.25,0.0,497.04,369.79,low
CUST00303,POL00331,VEH00338,569.9,196.60000000000002,0.0,0.0,883.345,569.9,medium
CUST00303,POL00332,VEH00339,546.84,64.35,57.8,0.0,847.6020000000001,489.04,low
CUST00304,POL00333,VEH00340,137.68,22.319999999999993,20.94,0.0,213.40400000000002,116.74000000000001,low
CUST00305,POL00334,VEH00341,227.49,7.620000000000019,22.55,0.0,227.49,204.94,low
CUST00306,POL00335,VEH00342,176.34,22.200000000000017,43.67,0.0,176.34,132.67000000000002,low
CUST00307,POL00336,VEH00343,231.5,66.00000000000001,0.0,0.0,231.5,231.5,low
CUST00309,POL00337,VEH00345,1844.04,251.5200000000001,122.42,0.0,1844.04,1721.62,medium
CUST00310,POL00338,VEH00346,312.8,42.879999999999995,77.63,0.0,312.8,235.17000000000002,low
CUST00311,POL00339,VEH00347,660.6,80.69999999999993,0.0,0.0,660.6,660.6,medium
CUST00312,POL00340,VEH00348,281.12,49.35000000000003,74.94999999999999,0.0,281.12,206.17000000000002,low
CUST00313,POL00341,VEH00349,644.22,51.539999999999935,36.760000000000005,0.0,644.22,607.46,medium
CUST00313,POL00342,VEH00350,933.8399999999999,154.32000000000016,133.0,0.0,933.8399999999999,800.8399999999999,medium
CUST00314,POL00343,VEH00351,234.35999999999999,45.64000000000002,0.0,0.0,363.258,234.35999999999999,low
CUST00315,POL00344,VEH00352,134.12,14.5,0.0,0.0,207.88600000000002,134.12,low
CUST00316,POL00345,VEH00353,608.08,69.75999999999999,61.36,0.0,942.5240000000001,546.72,medium
CUST00317,POL00346,VEH00354,212.56,69.07999999999998,69.68,0.0,212.56,142.88,low
CUST00318,POL00347,VEH00355,1281.6,128.60000000000014,102.37,0.0,1281.6,1179.23,medium
CUST00319,POL00348,VEH00356,510.12,73.92000000000004,17.74,0.0,510.12,492.38,low
CUST00320,POL00349,VEH00357,523.1,27.549999999999955,56.459999999999994,2616.05,523.1,-2149.4100000000003,negative
CUST00321,POL00350,VEH00358,792.0999999999999,26.500000000000057,92.73,0.0,792.0999999999999,699.3699999999999,medium
CUST00322,POL00351,VEH00359,416.57,64.24000000000004,77.13,0.0,416.57,339.44,low
CUST00323,POL00352,VEH00360,181.2,22.400000000000006,48.86,0.0,181.2,132.33999999999997,low
CUST00324,POL00353,VEH00361,374.84999999999997,64.61000000000003,95.07,0.0,374.84999999999997,279.78,low
CUST00325,POL00354,VEH00362,1407.67,130.24000000000004,51.02,0.0,1407.67,1356.65,medium
CUST00326,POL00355,VEH00363,912.9000000000001,56.999999999999886,0.0,0.0,912.9000000000001,912.9000000000001,medium
CUST00327,POL00356,VEH00364,132.42,5.690000000000026,67.4,494.35,132.42,-429.33000000000004,negative
CUST00328,POL00357,VEH00365,318.8,17.839999999999975,165.16,0.0,318.8,153.64000000000001,low
CUST00329,POL00358,VEH00366,596.76,162.0,44.18,0.0,596.76,552.58,medium
CUST00330,POL00359,VEH00367,828.1200000000001,167.39999999999986,273.08,1209.74,1283.5860000000002,-654.6999999999998,negative
CUST00330,POL00360,VEH00368,307.43999999999994,52.56000000000003,55.269999999999996,0.0,307.43999999999994,252.16999999999996,low
CUST00330,POL00361,VEH00369,460.67,41.369999999999976,123.72,0.0,460.67,336.95000000000005,low
CUST00331,POL00362,VEH00370,457.20000000000005,86.34,15.2,0.0,457.20000000000005,442.00000000000006,low
CUST00332,POL00363,VEH00371,193.04,27.200000000000017,184.04,0.0,193.04,9.0,low
CUST00333,POL00364,VEH00372,389.61,81.81000000000003,86.72,0.0,389.61,302.89,low
CUST00334,POL00365,VEH00373,732.56,26.800000000000068,62.24,0.0,1135.4679999999998,670.3199999999999,medium
CUST00335,POL00366,VEH00374,201.24,27.120000000000005,20.4,0.0,201.24,180.84,low
CUST00335,POL00367,VEH00375,1355.8799999999999,202.56000000000012,74.48,0.0,1355.8799999999999,1281.3999999999999,medium
CUST00336,POL00368,VEH00376,779.87,48.720000000000056,0.0,0.0,779.87,779.87,medium
CUST00337,POL00369,VEH00377,609.73,40.91999999999999,108.05,0.0,609.73,501.68,medium
CUST00338,POL00370,VEH00378,238.83999999999997,41.16000000000002,81.1,0.0,238.83999999999997,157.73999999999998,low
CUST00339,POL00371,VEH00379,1027.6000000000001,143.29999999999998,86.9,0.0,1592.7800000000002,940.7000000000002,medium
CUST00340,POL00372,VEH00380,116.74,15.829999999999998,55.480000000000004,727.28,116.74,-666.02,negative
CUST00341,POL00373,VEH00381,207.0,11.700000000000017,17.94,0.0,320.85,189.06,low
CUST00341,POL00374,VEH00382,317.28,65.84000000000003,66.27000000000001,0.0,317.28,251.00999999999996,low
CUST00342,POL00375,VEH00383,109.77000000000001,10.22999999999999,218.5,0.0,170.14350000000002,-108.72999999999999,negative
CUST00343,POL00376,VEH00384,416.35999999999996,54.879999999999974,141.03,0.0,416.35999999999996,275.3299999999999,low
CUST00344,POL00377,VEH00385,134.08,35.119999999999976,37.7,386.43,134.08,-290.05,negative
CUST00346,POL00378,VEH00387,317.3,43.04999999999996,113.82,0.0,317.3,203.48000000000002,low
CUST00347,POL00379,VEH00388,375.06,78.75,193.15,0.0,581.3430000000001,181.91,low
CUST00348,POL00380,VEH00389,451.70000000000005,85.30000000000001,193.57,0.0,451.70000000000005,258.13000000000005,low
CUST00349,POL00381,VEH00390,139.76,20.24000000000001,0.0,0.0,139.76,139.76,low
CUST00350,POL00382,VEH00391,498.65999999999997,67.61999999999998,46.14,490.61,772.923,-38.09000000000003,negative
CUST00351,POL00383,VEH00392,293.2,28.599999999999994,49.58,0.0,293.2,243.62,low
CUST00352,POL00384,VEH00393,227.28000000000003,50.27999999999997,78.71,0.0,227.28000000000003,148.57000000000005,low
CUST00353,POL00385,VEH00394,272.3,17.920000000000016,22.98,0.0,272.3,249.32000000000002,low
CUST00354,POL00386,VEH00395,457.84,45.920000000000016,133.67,2836.89,457.84,-2512.72,negative
CUST00354,POL00387,VEH00396,572.32,140.98000000000002,0.0,0.0,572.32,572.32,medium
CUST00355,POL00388,VEH00397,177.39000000000001,22.98000000000001,207.25,0.0,177.39000000000001,-29.859999999999985,negative
CUST00356,POL00389,VEH00398,674.0999999999999,63.400000000000034,61.54,0.0,1044.8549999999998,612.56,medium
CUST00357,POL00390,VEH00399,728.01,62.820000000000036,158.18,0.0,728.01,569.8299999999999,medium
CUST00358,POL00391,VEH00400,952.38,143.88,0.0,0.0,1476.189,952.38,medium
CUST00359,POL00392,VEH00401,492.18,24.299999999999983,210.19,0.0,762.879,281.99,low
CUST00360,POL00393,VEH00402,595.63,102.75999999999995,81.16,0.0,923.2265,514.47,medium
CUST00361,POL00394,VEH00403,1160.55,150.39000000000007,0.0,0.0,1160.55,1160.55,medium
CUST00362,POL00395,VEH00404,393.7,102.80000000000001,185.73,0.0,393.7,207.97,low
CUST00363,POL00396,VEH00405,347.64,66.77999999999997,79.28,0.0,347.64,268.36,low
CUST00364,POL00397,VEH00406,467.16,14.159999999999968,138.93,0.0,467.16,328.23,low
CUST00364,POL00398,VEH00407,827.1,30.239999999999995,155.43,0.0,827.1,671.6700000000001,medium
CUST00364,POL00399,VEH00408,546.15,71.16999999999999,79.7,0.0,546.15,466.45,low
CUST00365,POL00400,VEH00409,1178.0,130.8999999999999,75.11,0.0,1825.9,1102.89,medium
CUST00366,POL00401,VEH00410,389.4,74.85,94.89999999999999,0.0,603.5699999999999,294.5,low
CUST00367,POL00402,VEH00411,1095.57,68.40000000000008,41.92,0.0,1095.57,1053.6499999999999,medium
CUST00368,POL00403,VEH00412,307.51,36.40000000000002,23.04,0.0,307.51,284.46999999999997,low
CUST00369,POL00404,VEH00413,1100.0,122.19999999999999,16.19,0.0,1100.0,1083.81,medium
CUST00370,POL00405,VEH00414,657.28,47.680000000000064,0.0,3111.85,1018.784,-2454.5699999999997,negative
CUST00371,POL00406,VEH00415,98.88,21.119999999999997,220.16,0.0,98.88,-121.28,negative
CUST00372,POL00407,VEH00416,926.04,67.19999999999993,137.35999999999999,827.88,926.04,-39.200000000000045,negative
CUST00373,POL00408,VEH00417,390.83000000000004,49.16999999999999,62.339999999999996,0.0,390.83000000000004,328.49000000000007,low
CUST00374,POL00409,VEH00418,1959.48,295.91999999999996,90.95,0.0,1959.48,1868.53,medium
CUST00375,POL00410,VEH00419,397.74,97.91999999999996,74.88,644.15,616.4970000000001,-321.28999999999996,negative
CUST00376,POL00411,VEH00420,459.99,109.17000000000002,0.0,0.0,712.9845,459.99,low
CUST00377,POL00412,VEH00421,1588.4,59.099999999999966,61.25,0.0,2462.0200000000004,1527.15,medium
CUST00378,POL00413,VEH00422,635.6,87.19999999999999,0.0,0.0,635.6,635.6,medium
CUST00379,POL00414,VEH00423,556.64,91.55999999999999,0.0,0.0,556.64,556.64,medium
CUST00379,POL00415,VEH00424,275.32,59.95999999999998,228.49,0.0,426.746,46.829999999999984,low
CUST00380,POL00416,VEH00425,969.3000000000001,11.599999999999966,141.62,0.0,969.3000000000001,827.6800000000001,medium
CUST00380,POL00417,VEH00426,313.20000000000005,29.45999999999998,0.0,0.0,313.20000000000005,313.20000000000005,low
CUST00381,POL00418,VEH00427,744.24,91.43999999999994,194.01999999999998,0.0,744.24,550.22,medium
CUST00381,POL00419,VEH00428,43.17,8.329999999999998,190.48000000000002,0.0,43.17,-147.31,negative
CUST00382,POL00420,VEH00429,631.2,87.11999999999998,115.87,0.0,978.3600000000001,515.33,medium
CUST00383,POL00421,VEH00430,367.8,83.6,0.0,5532.78,367.8,-5164.98,negative
CUST00384,POL00422,VEH00431,249.06,10.710000000000022,176.4,0.0,249.06,72.66,low
CUST00384,POL00423,VEH00432,620.62,45.42999999999995,52.5,0.0,961.961,568.12,medium
CUST00385,POL00424,VEH00433,236.28,41.47999999999999,0.0,0.0,236.28,236.28,low
CUST00385,POL00425,VEH00434,237.78000000000003,46.85999999999997,44.4,0.0,237.78000000000003,193.38000000000002,low
CUST00386,POL00426,VEH00435,435.24,57.35999999999993,111.75,0.0,435.24,323.49,low
CUST00387,POL00427,VEH00436,465.18,32.16,132.4,0.0,465.18,332.78,low
CUST00388,POL00428,VEH00437,505.20000000000005,50.70000000000002,90.75,0.0,783.0600000000001,414.45000000000005,low
CUST00389,POL00429,VEH00438,741.0600000000001,103.31999999999991,80.56,0.0,741.0600000000001,660.5,medium
CUST00390,POL00430,VEH00439,648.24,96.84,0.0,0.0,648.24,648.24,medium
CUST00391,POL00431,VEH00440,843.21,52.65000000000008,120.63000000000001,0.0,843.21,722.58,medium
CUST00392,POL00432,VEH00441,957.11,143.0,102.15,0.0,957.11,854.96,medium
CUST00393,POL00433,VEH00442,497.43,31.04999999999996,0.0,0.0,771.0165000000001,497.43,low
CUST00394,POL00434,VEH00443,1095.6,121.70000000000002,182.36,0.0,1095.6,913.2399999999999,medium
CUST00395,POL00435,VEH00444,593.52,163.43999999999997,77.53999999999999,0.0,919.956,515.98,medium
CUST00396,POL00436,VEH00445,306.84000000000003,62.34,20.05,0.0,306.84000000000003,286.79,low
CUST00396,POL00437,VEH00446,234.64,16.24000000000001,133.0,1777.91,363.692,-1676.27,negative
CUST00397,POL00438,VEH00447,441.2,53.52000000000004,32.06,0.0,441.2,409.14,low
CUST00398,POL00439,VEH00448,243.24,55.97999999999999,0.0,0.0,243.24,243.24,low
CUST00399,POL00440,VEH00449,859.8000000000001,119.27999999999997,89.55000000000001,0.0,1332.69,770.25,medium
CUST00400,POL00441,VEH00450,261.3,36.449999999999996,79.06,0.0,261.3,182.24,low
CUST00401,POL00442,VEH00451,1113.93,140.21999999999997,157.78,0.0,1113.93,956.1500000000001,medium
CUST00402,POL00443,VEH00452,834.89,12.460000000000008,212.3,0.0,834.89,622.5899999999999,medium
CUST00403,POL00444,VEH00453,372.84000000000003,63.66,185.27,0.0,372.84000000000003,187.57000000000002,low
CUST00404,POL00445,VEH00454,284.48,28.980000000000004,48.82,0.0,284.48,235.66000000000003,low
CUST00405,POL00446,VEH00455,89.14,1.8700000000000045,27.93,0.0,89.14,61.21,low
CUST00406,POL00447,VEH00456,60.61,6.560000000000002,166.23000000000002,0.0,60.61,-105.62000000000002,negative
CUST00407,POL00448,VEH00457,606.8,79.04000000000008,145.99,0.0,606.8,460.80999999999995,low
CUST00408,POL00449,VEH00458,407.15999999999997,72.84,51.31,3531.4,407.15999999999997,-3175.55,negative
CUST00409,POL00450,VEH00459,480.56,53.35999999999996,23.94,3044.54,480.56,-2587.92,negative
CUST00411,POL00451,VEH00461,591.14,111.54,122.52000000000001,0.0,591.14,468.62,low
CUST00412,POL00452,VEH00462,451.59999999999997,81.50000000000006,42.14,0.0,451.59999999999997,409.46,low
CUST00413,POL00453,VEH00463,711.5899999999999,49.280000000000044,84.92,0.0,711.5899999999999,626.67,medium
CUST00414,POL00454,VEH00464,1102.44,43.7999999999999,151.29999999999998,0.0,1102.44,951.1400000000001,medium
CUST00415,POL00455,VEH00465,831.36,114.0,78.4,0.0,831.36,752.96,medium
CUST00416,POL00456,VEH00466,327.04,35.839999999999975,0.0,83.22,327.04,243.82000000000002,low
CUST00417,POL00457,VEH00468,767.58,132.4399999999999,23.4,0.0,767.58,744.1800000000001,medium
CUST00418,POL00458,VEH00469,397.9,49.50000000000003,40.61,0.0,616.745,357.28999999999996,low
CUST00418,POL00459,VEH00470,147.54,20.79,0.0,0.0,147.54,147.54,low
CUST00419,POL00460,VEH00471,1043.5700000000002,120.44999999999987,254.66,0.0,1043.5700000000002,788.9100000000002,medium
CUST00420,POL00461,VEH00472,172.16,34.81999999999999,26.83,0.0,172.16,145.32999999999998,low
CUST00421,POL00462,VEH00473,259.75,31.899999999999977,129.89999999999998,0.0,259.75,129.85000000000002,low
CUST00422,POL00463,VEH00474,454.91999999999996,42.360000000000014,102.81,0.0,454.91999999999996,352.10999999999996,low
CUST00424,POL00464,VEH00476,313.8,37.15,114.95,0.0,313.8,198.85000000000002,low
CUST00425,POL00465,VEH00477,450.84000000000003,12.299999999999983,0.0,0.0,698.802,450.84000000000003,low
CUST00426,POL00466,VEH00478,612.9200000000001,18.969999999999956,168.43,0.0,612.9200000000001,444.49000000000007,low
CUST00427,POL00467,VEH00479,899.8000000000001,56.1999999999999,57.92,0.0,1394.69,841.8800000000001,medium
CUST00428,POL00468,VEH00480,1154.16,274.9499999999998,54.019999999999996,0.0,1154.16,1100.14,medium
CUST00429,POL00469,VEH00481,810.8399999999999,147.72000000000003,211.74,0.0,810.8399999999999,599.0999999999999,medium
CUST00430,POL00470,VEH00482,248.84999999999997,31.15000000000002,193.4,0.0,248.84999999999997,55.44999999999996,low
CUST00431,POL00471,VEH00483,523.04,36.56000000000006,85.24000000000001,0.0,810.712,437.79999999999995,low
CUST00432,POL00472,VEH00484,1250.4,82.32,16.4,0.0,1250.4,1234.0,medium
CUST00433,POL00473,VEH00485,228.78,48.02000000000001,115.14,0.0,354.60900000000004,113.64,low
CUST00434,POL00474,VEH00486,1314.72,108.95999999999998,104.16,0.0,1314.72,1210.56,medium
CUST00435,POL00475,VEH00487,728.7,62.89999999999992,138.5,3461.76,728.7,-2871.5600000000004,negative
CUST00436,POL00476,VEH00488,395.91,35.54999999999996,75.65,0.0,395.91,320.26,low
CUST00436,POL00477,VEH00489,687.78,138.51,0.0,138.73,687.78,549.05,medium
CUST00437,POL00478,VEH00490,544.72,97.03999999999996,0.0,0.0,844.316,544.72,medium
CUST00437,POL00479,VEH00491,136.48,15.26000000000002,0.0,0.0,136.48,136.48,low
CUST00437,POL00480,VEH00492,896.64,189.8400000000001,0.0,1178.83,896.64,-282.18999999999994,negative
CUST00438,POL00481,VEH00493,60.58,2.8000000000000043,88.64,436.01,93.899,-464.07,negative
CUST00439,POL00482,VEH00494,365.75,62.79999999999994,111.83,2722.07,365.75,-2468.15,negative
CUST00440,POL00483,VEH00495,1237.77,119.7000000000001,0.0,0.0,1237.77,1237.77,medium
CUST00441,POL00484,VEH00496,124.04,35.959999999999994,94.25999999999999,0.0,124.04,29.780000000000015,low
CUST00442,POL00485,VEH00497,319.77,40.22999999999999,24.45,0.0,319.77,295.32,low
CUST00443,POL00486,VEH00498,291.0,46.25,42.8,0.0,291.0,248.2,low
CUST00444,POL00487,VEH00499,867.96,148.95,0.0,0.0,867.96,867.96,medium
CUST00445,POL00488,VEH00500,522.63,9.359999999999992,92.8,0.0,522.63,429.83,low
CUST00446,POL00489,VEH00501,150.12,9.879999999999995,64.95,0.0,150.12,85.17,low
CUST00447,POL00490,VEH00502,269.85,48.70000000000001,221.39,0.0,269.85,48.460000000000036,low
CUST00448,POL00491,VEH00503,382.86,18.89999999999995,34.8,0.0,593.433,348.06,low
CUST00449,POL00492,VEH00504,81.38,12.800000000000011,38.53,0.0,81.38,42.849999999999994,low
CUST00450,POL00493,VEH00505,246.08,31.67999999999998,89.17,0.0,381.42400000000004,156.91000000000003,low
CUST00451,POL00494,VEH00506,192.56,10.759999999999991,157.4,0.0,192.56,35.16,low
CUST00452,POL00495,VEH00507,713.64,120.12000000000006,359.15,0.0,1106.142,354.49,low
CUST00453,POL00496,VEH00508,688.38,222.96999999999997,135.08,874.34,688.38,-321.0400000000001,negative
CUST00454,POL00497,VEH00509,427.40000000000003,36.84999999999995,67.09,0.0,427.40000000000003,360.31000000000006,low
CUST00455,POL00498,VEH00510,110.82,9.180000000000007,51.17,0.0,110.82,59.64999999999999,low
CUST00457,POL00499,VEH00512,393.75,32.90000000000002,51.58,0.0,393.75,342.17,low
CUST00458,POL00500,VEH00513,234.29,69.02,0.0,0.0,234.29,234.29,low
CUST00459,POL00501,VEH00514,1200.0,250.90000000000003,19.97,0.0,1200.0,1180.03,medium
CUST00460,POL00502,VEH00515,282.06,38.880000000000024,163.16,0.0,282.06,118.9,low
CUST00461,POL00503,VEH00516,671.0,44.20000000000002,93.88,0.0,671.0,577.12,medium
CUST00462,POL00504,VEH00517,940.5,76.59000000000005,129.9,689.61,940.5,120.99000000000001,low
CUST00463,POL00505,VEH00518,500.60999999999996,4.399999999999984,106.82,0.0,500.60999999999996,393.78999999999996,low
CUST00464,POL00506,VEH00519,673.84,67.60000000000002,76.37,0.0,673.84,597.47,medium
CUST00465,POL00507,VEH00520,232.26,47.74,0.0,0.0,232.26,232.26,low
CUST00466,POL00508,VEH00521,737.16,97.20000000000002,0.0,0.0,737.16,737.16,medium
CUST00467,POL00509,VEH00522,425.6,61.64999999999999,20.4,0.0,425.6,405.20000000000005,low
CUST00468,POL00510,VEH00523,462.22,44.77,171.61,0.0,716.441,290.61,low
CUST00469,POL00511,VEH00524,537.24,113.73999999999995,35.879999999999995,1677.76,832.7220000000001,-1176.4,negative
CUST00470,POL00512,VEH00525,165.3,31.49999999999998,0.0,0.0,165.3,165.3,low
CUST00470,POL00513,VEH00526,329.6,27.519999999999982,34.78,0.0,329.6,294.82000000000005,low
CUST00471,POL00514,VEH00527,174.35,25.650000000000013,69.73,0.0,174.35,104.61999999999999,low
CUST00471,POL00515,VEH00528,430.08000000000004,49.91999999999996,120.8,0.0,430.08000000000004,309.28000000000003,low
CUST00472,POL00516,VEH00529,197.89999999999998,37.349999999999994,104.05,0.0,197.89999999999998,93.84999999999998,low
CUST00473,POL00517,VEH00530,827.4,148.8000000000001,226.42000000000002,0.0,1282.47,600.98,medium
CUST00474,POL00518,VEH00531,864.24,15.519999999999982,70.17999999999999,0.0,1339.5720000000001,794.0600000000001,medium
CUST00475,POL00519,VEH00532,810.37,84.1499999999999,51.3,0.0,1256.0735,759.07,medium
CUST00476,POL00520,VEH00533,556.27,70.06999999999996,21.42,0.0,862.2185,534.85,medium
CUST00477,POL00521,VEH00534,54.2,15.39,0.0,0.0,54.2,54.2,low
CUST00478,POL00522,VEH00535,358.02,33.66,24.8,0.0,358.02,333.21999999999997,low
CUST00479,POL00523,VEH00536,1012.88,63.280000000000086,248.29999999999998,0.0,1012.88,764.58,medium
CUST00480,POL00524,VEH00537,0.0,0.0,86.00999999999999,0.0,0.0,-86.00999999999999,negative
CUST00481,POL00525,VEH00538,330.96,112.76000000000005,74.02,0.0,330.96,256.94,low
CUST00482,POL00526,VEH00539,258.03000000000003,25.70999999999998,0.0,0.0,258.03000000000003,258.03000000000003,low
CUST00483,POL00527,VEH00540,590.8,143.9,65.75999999999999,0.0,590.8,525.04,medium
CUST00484,POL00528,VEH00541,521.64,124.25,41.78,0.0,808.542,479.86,low
CUST00485,POL00529,VEH00542,791.5,70.0,93.83,0.0,791.5,697.67,medium
CUST00486,POL00530,VEH00543,435.20000000000005,120.19999999999996,41.64,10080.0,435.20000000000005,-9686.44,negative
CUST00487,POL00531,VEH00544,633.6,31.299999999999955,54.23,0.0,633.6,579.37,medium
CUST00488,POL00532,VEH00545,382.32,55.380000000000024,160.67000000000002,0.0,382.32,221.64999999999998,low
CUST00489,POL00533,VEH00546,439.74,100.43999999999997,90.82,0.0,439.74,348.92,low
CUST00490,POL00534,VEH00547,579.84,54.119999999999976,10.4,0.0,898.7520000000001,569.44,medium
CUST00491,POL00535,VEH00548,1004.99,66.22000000000006,54.83,815.49,1004.99,134.66999999999996,low
CUST00492,POL00536,VEH00549,337.35,23.55000000000004,138.18,0.0,522.8925,199.17000000000002,low
CUST00493,POL00537,VEH00550,258.16,34.019999999999996,25.23,0.0,258.16,232.93000000000004,low
CUST00494,POL00538,VEH00551,589.28,138.72000000000003,24.5,0.0,589.28,564.78,medium
