policy_id,customer_id,vehicle_id,policy_start_date,policy_end_date,policy_type,coverage_level,deductible,risk_score,base_premium,telematics_discount_pct,loyalty_discount_pct,bundled_discount_pct,final_monthly_premium,payment_frequency,autopay_flag,policy_status,renewal_flag,churn_flag,cancellation_reason,payment_timeliness_score,premium_band,total_discount_pct,discount_band,risk_band,age,state,city,income_band,credit_tier,customer_segment,tenure_months,vehicle_make,vehicle_model,vehicle_year,vehicle_type,vehicle_value_estimate,annual_mileage,primary_use,total_premium_paid,total_discount_amount,total_support_cost,total_claim_cost,estimated_customer_ltv,estimated_net_value,profitability_segment,ticket_count,avg_resolution_time_hours,avg_csat,escalation_rate,refund_rate,total_refund_amount,support_burden_band,claim_count,total_estimated_claim_cost,total_approved_claim_amount
POL00316,CUST00290,VEH00322,2025-09-15,2026-09-14,liability_only,basic,500,0.755,60.69,5.88,5,0.0,54.09,semiannual,1,active,0,0,,84.0,low,10.879999999999999,high,moderate_risk,25.0,Illinois,Springfield,lower_middle,very_good,high_value,39.0,Chevrolet,Equinox,2025,suv,21161.38,21011,mixed,216.36,26.399999999999977,210.23,0.0,216.36,6.130000000000024,low,3.0,44.26333333333333,3.0,1.0,0.3333333333333333,14.93,moderate,0.0,0.0,0.0
POL00317,CUST00290,VEH00323,2025-08-22,2026-08-21,premium,basic,500,0.741,93.27,3.53,3,0.0,87.18,monthly,0,active,0,0,,100.0,mid,6.529999999999999,moderate,moderate_risk,25.0,Illinois,Springfield,lower_middle,very_good,high_value,39.0,Tesla,Model Y,2024,suv,36001.25,14488,family,435.9,30.449999999999942,27.2,0.0,435.9,408.7000000000001,low,1.0,9.0,4.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00318,CUST00291,VEH00324,2025-04-04,2026-04-03,premium,comprehensive,500,0.673,85.0,6.76,3,,76.7,semiannual,0,cancelled,0,1,service_issues,88.4,low,9.76,moderate,moderate_risk,38.0,Florida,Miami,middle,very_good,standard,3.0,Honda,Civic,2017,sedan,14190.72,19802,commuting,690.3000000000001,74.69999999999997,116.84,0.0,690.3000000000001,573.46,medium,2.0,33.019999999999996,0.0,0.0,0.5,47.65,low,0.0,0.0,0.0
POL00319,CUST00292,VEH00325,2025-01-26,2026-01-25,standard,comprehensive,250,0.649,62.29,4.41,0,,55.81,monthly,1,active,0,0,,60.4,low,4.41,low,moderate_risk,39.0,Florida,Miami,high,very_good,budget,23.0,Jeep,Grand Cherokee,2016,suv,18311.89,12503,mixed,669.72,77.75999999999996,97.66,0.0,669.72,572.0600000000001,medium,3.0,13.19,2.0,0.6666666666666666,0.0,0.0,moderate,0.0,0.0,0.0
POL00320,CUST00293,VEH00326,2025-06-07,2026-06-06,full_coverage,enhanced,500,0.774,66.67,7.94,0,8.0,56.04,quarterly,1,cancelled,0,1,moved_to_competitor,72.0,low,15.940000000000001,high,moderate_risk,71.0,Pennsylvania,Allentown,middle,very_good,standard,46.0,Toyota,Camry,2014,sedan,8380.21,16071,leisure,392.28,74.41000000000003,61.91,1057.32,392.28,-726.9499999999999,negative,2.0,12.445,2.0,0.0,0.0,0.0,low,1.0,1092.6,1057.32
POL00321,CUST00294,VEH00327,2024-08-26,2025-08-25,full_coverage,comprehensive,1000,0.644,68.02,6.76,7,0.0,58.66,monthly,0,lapsed,0,1,price_increase,72.8,low,13.76,high,moderate_risk,54.0,Illinois,Chicago,low,excellent,premium,39.0,Toyota,Rav4,2011,suv,7979.81,18200,family,469.28,74.88,218.61,4519.59,469.28,-4268.92,negative,3.0,47.75666666666667,4.0,0.3333333333333333,0.0,0.0,moderate,1.0,1216.524,4519.59
POL00322,CUST00295,VEH00328,2025-05-30,2026-05-29,full_coverage,basic,500,0.686,52.49,2.65,3,0.0,49.52,quarterly,1,lapsed,0,1,price_increase,80.9,low,5.65,moderate,moderate_risk,49.0,Ohio,Columbus,middle,very_good,standard,43.0,Ford,Focus,2019,hatchback,15157.93,11918,family,396.16,23.75999999999999,155.64,0.0,396.16,240.52000000000004,low,2.0,47.085,3.5,0.0,0.5,21.32,low,0.0,0.0,0.0
POL00323,CUST00296,VEH00329,2025-08-24,2026-08-23,standard,comprehensive,1000,0.703,43.44,9.12,0,0.0,39.48,monthly,1,active,0,0,,95.8,low,9.12,moderate,moderate_risk,71.0,North Carolina,Durham,middle,very_good,premium,13.0,Hyundai,Elantra,2011,sedan,3500.0,7191,commercial_light,197.4,19.800000000000004,43.1,0.0,197.4,154.29999999999998,low,2.0,9.440000000000001,5.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00324,CUST00297,VEH00330,2024-01-14,2025-01-12,premium,enhanced,1500,0.711,77.15,0.88,5,0.0,72.61,monthly,0,cancelled,0,1,price_increase,61.6,low,5.88,moderate,moderate_risk,47.0,North Carolina,Raleigh,upper_middle,fair,budget,6.0,Honda,Odyssey,2015,minivan,10304.72,12085,commercial_light,72.61,4.540000000000006,247.19,0.0,72.61,-174.57999999999998,negative,5.0,22.296,4.0,0.0,0.0,0.0,moderate,0.0,0.0,0.0
POL00325,CUST00299,VEH00332,2024-08-26,2025-08-25,full_coverage,comprehensive,500,0.725,138.24,6.18,0,0.0,129.7,monthly,1,renewed,1,0,,65.4,mid,6.18,moderate,moderate_risk,53.0,California,San Jose,lower_middle,good,budget,20.0,Tesla,Model Y,2011,suv,25182.83,18699,leisure,1037.6,68.32000000000016,229.42,990.08,1608.28,-181.9000000000002,negative,4.0,41.925000000000004,1.5,0.0,0.5,5.49,moderate,1.0,1081.18,990.08
POL00326,CUST00299,VEH00333,2024-01-22,2025-01-20,standard,comprehensive,250,0.574,60.19,8.24,0,6.0,51.62,monthly,1,active,0,0,,68.8,low,14.24,high,low_risk,53.0,California,San Jose,lower_middle,good,budget,20.0,Honda,Cr-V,2020,suv,16304.56,11353,family,51.62,8.57,133.39,0.0,51.62,-81.76999999999998,negative,3.0,19.743333333333336,4.0,0.0,0.3333333333333333,0.0,moderate,0.0,0.0,0.0
POL00327,CUST00300,VEH00334,2025-09-23,2026-09-22,standard,enhanced,250,0.614,40.0,10.59,0,0.0,35.76,quarterly,0,lapsed,0,1,,85.7,low,10.59,high,moderate_risk,67.0,Texas,San Antonio,middle,very_good,standard,18.0,Hyundai,Kona,2012,suv,8449.84,7811,commuting,143.04,16.960000000000008,155.4,0.0,143.04,-12.360000000000014,negative,2.0,70.38,3.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00328,CUST00300,VEH00335,2024-05-07,2025-05-06,standard,basic,500,0.782,69.63,10.0,0,0.0,62.67,monthly,1,lapsed,0,1,price_increase,98.6,low,10.0,moderate,moderate_risk,67.0,Texas,San Antonio,middle,very_good,standard,18.0,Kia,Rio,2019,pickup,9000.56,15197,commuting,313.35,34.79999999999997,0.0,0.0,313.35,313.35,low,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL00329,CUST00301,VEH00336,2024-11-12,2025-11-11,standard,comprehensive,250,0.74,92.88,11.47,7,0.0,75.73,semiannual,1,renewed,1,0,,88.6,low,18.47,high,moderate_risk,77.0,Texas,Austin,middle,good,standard,7.0,Tesla,Model 3,2013,sedan,21971.73,9827,commuting,833.0300000000001,188.64999999999992,176.15,0.0,1291.1965000000002,656.8800000000001,medium,3.0,38.39333333333333,4.0,0.0,0.0,0.0,moderate,0.0,0.0,0.0
POL00330,CUST00302,VEH00337,2024-08-30,2025-08-29,liability_only,enhanced,1000,0.643,65.2,,0,0.0,62.13,annual,1,active,0,0,,64.9,low,0.0,none,moderate_risk,38.0,Texas,Dallas,middle,good,standard,29.0,Nissan,Rogue,2023,suv,19939.0,16289,commuting,497.04,24.56,127.25,0.0,497.04,369.79,low,3.0,21.353333333333335,2.5,0.0,0.3333333333333333,8.03,moderate,0.0,0.0,0.0
POL00331,CUST00303,VEH00338,2025-03-14,2026-03-13,standard,comprehensive,250,0.649,76.65,12.65,5,8.0,56.99,quarterly,1,renewed,1,0,,71.8,low,25.65,very_high,moderate_risk,38.0,Arizona,Mesa,upper_middle,very_good,budget,17.0,Jeep,Compass,2016,suv,23831.83,14259,commuting,569.9,196.6,0.0,0.0,883.345,569.9,medium,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL00332,CUST00303,VEH00339,2024-09-06,2025-09-05,standard,enhanced,250,0.632,67.91,3.53,7,0.0,60.76,monthly,1,renewed,1,0,,74.1,low,10.53,high,moderate_risk,38.0,Arizona,Mesa,upper_middle,very_good,budget,17.0,Subaru,Impreza,2013,hatchback,14088.42,13893,leisure,546.84,64.35,57.8,0.0,847.6020000000001,489.04,low,2.0,9.875,4.0,0.0,0.5,45.97,low,0.0,0.0,0.0
POL00333,CUST00304,VEH00340,2025-09-26,2026-09-25,liability_only,basic,500,0.563,40.0,7.94,0,6.0,34.42,semiannual,1,renewed,1,0,,78.2,low,13.940000000000001,high,low_risk,47.0,Texas,Houston,low,very_good,budget,3.0,Subaru,Forester,2012,suv,6248.12,6139,commuting,137.68,22.319999999999997,20.94,0.0,213.404,116.74,low,1.0,6.17,0.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00334,CUST00305,VEH00341,2024-03-22,2025-03-21,standard,enhanced,500,0.838,78.37,3.24,0,0.0,75.83,annual,0,active,0,0,,88.8,low,3.24,low,moderate_risk,41.0,Arizona,Tempe,low,excellent,budget,32.0,Tesla,Model Y,2023,suv,11918.1195,9551,commuting,227.49,7.620000000000019,22.55,0.0,227.49,204.94,low,1.0,8.19,1.0,1.0,0.0,0.0,low,0.0,0.0,0.0
POL00335,CUST00306,VEH00342,2024-03-02,2025-03-01,standard,enhanced,1000,0.783,66.18,6.18,5,0.0,58.78,monthly,1,active,0,0,,67.7,low,11.18,high,moderate_risk,56.0,Georgia,Athens,lower_middle,good,premium,21.0,Subaru,Outback,2018,suv,17204.51,19426,mixed,176.34,22.200000000000017,43.67,0.0,176.34,132.67000000000002,low,2.0,2.295,3.0,0.0,0.5,5.91,low,0.0,0.0,0.0
POL00336,CUST00307,VEH00343,2024-05-20,2025-05-19,standard,basic,1000,0.774,59.5,11.18,3,8.0,46.3,monthly,1,active,0,0,,70.1,low,22.18,very_high,moderate_risk,34.0,Texas,Austin,lower_middle,very_good,standard,19.0,Jeep,Grand Cherokee,2014,coupe,16065.72,6321,family,231.5,66.00000000000001,0.0,0.0,231.5,231.5,low,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL00337,CUST00309,VEH00345,2025-01-18,2026-01-17,full_coverage,comprehensive,1000,0.661,174.63,,7,0.0,153.67,monthly,1,cancelled,0,1,moved_to_competitor,94.6,high,7.0,moderate,moderate_risk,25.0,Texas,Houston,upper_middle,fair,standard,42.0,Jeep,Grand Cherokee,2025,suv,36771.41,22676,leisure,1844.04,251.5200000000001,122.42,0.0,1844.04,1721.62,medium,1.0,74.27,1.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00338,CUST00310,VEH00346,2025-05-25,2026-05-24,standard,basic,500,0.62,44.46,7.06,5,0.0,39.1,monthly,1,cancelled,0,1,moved_to_competitor,88.8,low,12.059999999999999,high,moderate_risk,35.0,Arizona,Phoenix,,very_good,budget,22.0,Ford,Escape,2019,suv,12025.71,19501,commuting,312.8,42.88,77.63,0.0,312.8,235.17,low,1.0,49.54,4.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00339,CUST00311,VEH00347,2024-10-30,2025-10-29,premium,comprehensive,1000,0.744,74.13,,5,0.0,66.06,monthly,0,active,0,0,,75.7,low,5.0,low,moderate_risk,32.0,Ohio,Columbus,high,good,premium,8.0,Chevrolet,Malibu,2013,suv,7692.99,12253,commuting,660.6,80.69999999999993,0.0,0.0,660.6,660.6,medium,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL00340,CUST00312,VEH00348,2024-07-25,2025-07-24,standard,basic,1000,0.657,47.21,7.94,3,4.0,40.16,monthly,0,cancelled,0,1,price_increase,51.6,low,14.940000000000001,high,moderate_risk,53.0,Texas,San Antonio,lower_middle,very_good,premium,24.0,Toyota,Tacoma,2013,pickup,3500.0,18886,mixed,281.12,49.35000000000003,74.94999999999999,0.0,281.12,206.17,low,2.0,11.84,2.5,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00341,CUST00313,VEH00349,2024-06-04,2025-06-03,full_coverage,comprehensive,500,0.598,115.96,4.41,3,0.0,107.37,monthly,1,active,0,0,,73.2,mid,7.41,moderate,low_risk,59.0,California,Sacramento,lower_middle,fair,standard,7.0,Chevrolet,Bolt,2023,hatchback,22128.08,6690,mixed,644.22,51.539999999999935,36.760000000000005,0.0,644.22,607.46,medium,2.0,6.725,0.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00342,CUST00313,VEH00350,2025-01-19,2026-01-18,standard,enhanced,1000,0.606,90.68,6.18,0,8.0,77.82,monthly,1,lapsed,0,1,billing_problems,50.3,low,14.18,high,moderate_risk,59.0,California,Sacramento,lower_middle,fair,standard,7.0,Toyota,Rav4,2021,suv,22816.84,7028,commuting,933.84,154.32000000000016,133.0,0.0,933.84,800.8399999999999,medium,1.0,95.48,0.0,0.0,1.0,0.0,low,0.0,0.0,0.0
POL00343,CUST00314,VEH00351,2024-07-28,2025-07-27,standard,basic,1500,0.614,40.0,,7,,33.48,semiannual,1,renewed,1,0,,82.0,low,7.0,moderate,moderate_risk,25.0,Georgia,Atlanta,middle,very_good,standard,9.0,Jeep,Compass,2010,sedan,10226.59,11281,mixed,234.36,45.64000000000002,0.0,0.0,363.258,234.36,low,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL00344,CUST00315,VEH00352,2024-02-08,2025-02-06,premium,basic,1000,0.64,74.31,6.76,3,0.0,67.06,semiannual,0,renewed,1,0,,91.9,low,9.76,moderate,moderate_risk,68.0,Florida,Jacksonville,middle,fair,premium,32.0,Chevrolet,Silverado,2018,minivan,21054.56,9641,family,134.12,14.5,0.0,0.0,207.886,134.12,low,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL00345,CUST00316,VEH00353,2024-08-31,2025-08-30,full_coverage,comprehensive,1000,0.685,84.73,10.29,0,0.0,76.01,monthly,0,renewed,1,0,,78.1,low,10.29,high,moderate_risk,66.0,Georgia,Augusta,low,poor,standard,40.0,Honda,Cr-V,2019,suv,10953.99,14860,family,608.08,69.75999999999999,61.36,0.0,942.524,546.72,medium,2.0,14.6,3.5,0.0,0.5,3.06,low,0.0,0.0,0.0
POL00346,CUST00317,VEH00354,2025-09-04,2026-09-03,premium,comprehensive,1000,0.614,70.41,13.53,5,6.0,53.14,quarterly,1,cancelled,0,1,moved_to_competitor,59.1,low,24.53,very_high,moderate_risk,50.0,Pennsylvania,Pittsburgh,lower_middle,good,standard,19.0,Jeep,Grand Cherokee,2010,suv,12214.17,17765,mixed,212.56,69.07999999999998,69.68,0.0,212.56,142.88,low,2.0,14.8,4.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00347,CUST00318,VEH00355,2025-03-30,2026-03-29,full_coverage,comprehensive,500,0.812,141.02,9.12,0,0.0,128.16,monthly,1,cancelled,0,1,claim_dispute,78.4,mid,9.12,moderate,moderate_risk,54.0,Pennsylvania,Allentown,low,very_good,standard,45.0,Honda,Cr-V,2020,suv,23865.79,13418,family,1281.6,128.60000000000014,102.37,0.0,1281.6,1179.23,medium,2.0,15.235000000000001,1.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00348,CUST00319,VEH00356,2024-12-02,2025-12-01,standard,enhanced,500,0.669,48.67,12.65,0,0.0,42.51,monthly,0,cancelled,0,1,moved_to_competitor,61.6,low,12.65,high,moderate_risk,35.0,Illinois,Aurora,upper_middle,excellent,budget,25.0,Kia,Rio,2015,sedan,8582.26,17250,mixed,510.12,73.92000000000004,17.74,0.0,510.12,492.38,low,1.0,4.68,5.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00349,CUST00320,VEH00357,2024-05-17,2025-05-16,full_coverage,comprehensive,500,0.617,110.13,5.0,0,0.0,104.62,quarterly,1,cancelled,0,1,price_increase,77.4,mid,5.0,low,moderate_risk,49.0,California,San Diego,middle,fair,budget,38.0,Chevrolet,Silverado,2020,pickup,21684.65,9374,commercial_light,523.1,27.549999999999955,56.46,2616.05,523.1,-2149.4100000000003,negative,2.0,7.785,4.5,0.0,0.0,0.0,low,1.0,3424.03,2616.05
POL00350,CUST00321,VEH00358,2024-10-11,2025-10-10,standard,enhanced,500,0.625,81.86,3.24,0,0.0,79.21,monthly,1,active,0,0,,52.2,low,3.24,low,moderate_risk,62.0,Texas,Dallas,lower_middle,good,standard,5.0,Tesla,Model Y,2011,suv,26257.97,14523,commuting,792.0999999999999,26.500000000000057,92.73,0.0,792.0999999999999,699.3699999999999,medium,1.0,39.66,0.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00351,CUST00322,VEH00359,2024-11-21,2025-11-20,liability_only,basic,1000,0.858,43.71,2.35,5,6.0,37.87,monthly,0,active,0,0,,77.1,low,13.35,high,moderate_risk,51.0,Texas,Dallas,middle,poor,budget,22.0,Ford,Mustang,2014,coupe,14676.11,18743,commuting,416.57,64.24000000000004,77.13,0.0,416.57,339.44,low,2.0,10.709999999999999,3.5,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00352,CUST00323,VEH00360,2024-02-10,2025-02-08,full_coverage,basic,250,0.663,101.8,5.0,0,6.0,90.6,monthly,0,active,0,0,,67.9,mid,11.0,high,moderate_risk,75.0,North Carolina,Durham,upper_middle,very_good,standard,37.0,Tesla,Model Y,2024,hatchback,37378.75,4730,family,181.2,22.40000000000001,48.86,0.0,181.2,132.33999999999995,low,1.0,26.08,4.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00353,CUST00324,VEH00361,2025-06-17,2026-06-16,premium,enhanced,1000,0.565,62.78,9.71,5,0.0,53.55,monthly,1,active,0,0,,75.9,low,14.71,high,low_risk,39.0,Illinois,Aurora,middle,excellent,standard,9.0,Kia,Rio,2019,sedan,16591.25,7154,leisure,374.85,64.61000000000003,95.07,0.0,374.85,279.78,low,3.0,9.613333333333333,5.0,0.0,0.3333333333333333,4.96,moderate,0.0,0.0,0.0
POL00354,CUST00325,VEH00362,2025-02-28,2026-02-27,full_coverage,enhanced,500,0.701,139.81,1.47,7,0.0,127.97,monthly,1,cancelled,0,1,moved_to_competitor,100.0,mid,8.47,moderate,moderate_risk,58.0,California,San Diego,middle,poor,high_value,37.0,Subaru,Forester,2020,suv,24998.58,10291,family,1407.67,130.24000000000004,51.02,0.0,1407.67,1356.65,medium,1.0,33.78,0.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00355,CUST00326,VEH00363,2024-10-22,2025-10-21,standard,basic,1500,0.736,96.99,5.88,0,0.0,91.29,monthly,1,active,0,0,,57.2,mid,5.88,moderate,moderate_risk,64.0,Texas,Austin,upper_middle,fair,budget,18.0,Jeep,Compass,2016,suv,22916.81,4584,commercial_light,912.9,56.999999999999886,0.0,0.0,912.9,912.9,medium,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL00356,CUST00327,VEH00364,2024-01-25,2025-01-23,full_coverage,comprehensive,500,0.669,138.11,4.12,0,0.0,132.42,monthly,1,active,0,0,,98.2,mid,4.12,low,moderate_risk,55.0,North Carolina,Greensboro,upper_middle,good,premium,20.0,Subaru,Forester,2020,suv,20363.52,16796,commuting,132.42,5.690000000000026,67.4,494.35,132.42,-429.33,negative,1.0,0.5,0.0,0.0,0.0,0.0,low,1.0,693.67,494.35
POL00357,CUST00328,VEH00365,2024-08-22,2025-08-21,standard,basic,250,0.76,42.08,5.29,0,,39.85,monthly,0,cancelled,0,1,moved_to_competitor,81.5,low,5.29,moderate,moderate_risk,67.0,New York,New York,lower_middle,good,high_value,24.0,Hyundai,Elantra,2014,sedan,6548.92,21773,mixed,318.8,17.839999999999975,165.16,0.0,318.8,153.64,low,2.0,80.04499999999999,5.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00358,CUST00329,VEH00366,2024-12-05,2025-12-04,standard,comprehensive,250,0.556,63.23,12.35,5,4.0,49.73,monthly,1,active,0,0,,100.0,low,21.35,very_high,low_risk,55.0,Texas,Austin,middle,very_good,standard,2.0,Nissan,Sentra,2020,sedan,14753.44,3810,family,596.76,162.0,44.18,0.0,596.76,552.58,medium,2.0,8.865,4.5,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00359,CUST00330,VEH00367,2024-12-16,2025-12-15,standard,basic,1000,0.591,82.96,8.82,0,8.0,69.01,monthly,0,renewed,1,0,,61.9,low,16.82,high,low_risk,34.0,Ohio,Cincinnati,upper_middle,fair,premium,44.0,Kia,Forte,2022,sedan,24326.97,8478,leisure,828.1200000000001,167.39999999999986,273.08,1209.74,1283.5860000000002,-654.6999999999998,negative,4.0,35.65,3.75,0.25,0.0,0.0,moderate,1.0,1221.9,1209.74
POL00360,CUST00330,VEH00368,2024-09-05,2025-09-04,standard,comprehensive,500,0.526,40.0,5.59,5,4.0,34.16,monthly,0,lapsed,0,1,moved_to_competitor,62.2,low,14.59,high,low_risk,34.0,Ohio,Cincinnati,upper_middle,fair,premium,44.0,Ford,Focus,2019,hatchback,9106.14,2500,commuting,307.43999999999994,52.56000000000003,55.27,0.0,307.43999999999994,252.17,low,2.0,9.545,2.0,0.0,0.5,0.0,low,0.0,0.0,0.0
POL00361,CUST00330,VEH00369,2024-07-29,2025-07-28,premium,comprehensive,1000,0.608,71.72,8.24,0,0.0,65.81,monthly,1,cancelled,0,1,claim_dispute,100.0,low,8.24,moderate,moderate_risk,34.0,Ohio,Cincinnati,upper_middle,fair,premium,44.0,Hyundai,Elantra,2018,sedan,13544.54,11687,family,460.67,41.369999999999976,123.72,0.0,460.67,336.95000000000005,low,3.0,23.21666666666667,4.5,0.0,0.3333333333333333,7.11,moderate,0.0,0.0,0.0
POL00362,CUST00331,VEH00370,2025-07-06,2026-07-05,full_coverage,enhanced,250,0.666,90.59,10.88,5,0.0,76.2,monthly,1,active,0,0,,79.0,low,15.88,high,moderate_risk,48.0,Arizona,Phoenix,low,good,standard,47.0,Kia,Rio,2025,sedan,21570.93,7590,commuting,457.2000000000001,86.34,15.2,0.0,457.2000000000001,442.00000000000006,low,1.0,1.5,4.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00363,CUST00332,VEH00371,2024-02-25,2025-02-23,premium,comprehensive,1500,0.637,110.12,7.35,5,0.0,96.52,monthly,1,lapsed,0,1,moved_to_competitor,67.2,mid,12.35,high,moderate_risk,37.0,Illinois,Springfield,high,good,standard,38.0,Chevrolet,Silverado,2024,pickup,23493.56,11163,mixed,193.04,27.200000000000017,184.04,0.0,193.04,9.0,low,4.0,22.5125,3.0,0.25,0.0,0.0,moderate,0.0,0.0,0.0
POL00364,CUST00333,VEH00372,2024-09-11,2025-09-10,liability_only,comprehensive,1500,0.738,52.38,12.35,5,0.0,43.29,monthly,1,lapsed,0,1,,63.4,low,17.35,high,moderate_risk,50.0,Illinois,Aurora,middle,good,standard,39.0,Nissan,Altima,2019,sedan,16741.87,8531,family,389.61,81.81000000000003,86.72,0.0,389.61,302.89,low,2.0,12.954999999999998,3.0,0.0,0.0,0.0,low,1.0,4267.82,0.0
POL00365,CUST00334,VEH00373,2024-08-15,2025-08-14,standard,enhanced,1000,0.735,94.92,3.53,0,0.0,91.57,semiannual,1,renewed,1,0,,68.7,mid,3.53,low,moderate_risk,50.0,North Carolina,Greensboro,upper_middle,fair,budget,36.0,Ford,Focus,2021,hatchback,23759.94,14845,mixed,732.56,26.800000000000068,62.24,0.0,1135.4679999999998,670.3199999999999,medium,2.0,11.4,5.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00366,CUST00335,VEH00374,2025-09-14,2026-09-13,standard,basic,1500,0.896,57.09,5.88,0,6.0,50.31,quarterly,1,active,0,0,,46.9,low,11.879999999999999,high,moderate_risk,24.0,Arizona,Tucson,middle,excellent,premium,14.0,Toyota,Camry,2012,sedan,10111.94,14057,mixed,201.24,27.120000000000005,20.4,0.0,201.24,180.84,low,1.0,0.5,2.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00367,CUST00335,VEH00375,2025-01-25,2026-01-24,standard,basic,500,0.923,129.87,10.0,3,0.0,112.99,monthly,0,active,0,0,,77.8,mid,13.0,high,high_risk,24.0,Arizona,Tucson,middle,excellent,premium,14.0,Tesla,Model 3,2025,sedan,42810.01,14022,commuting,1355.88,202.5600000000001,74.48,0.0,1355.88,1281.4,medium,2.0,17.794999999999998,4.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00368,CUST00336,VEH00376,2025-06-17,2026-06-16,full_coverage,enhanced,1000,0.625,118.37,5.88,0,0.0,111.41,semiannual,0,active,0,0,,66.5,mid,5.88,moderate,moderate_risk,32.0,Texas,San Antonio,lower_middle,poor,budget,45.0,Jeep,Compass,2016,suv,20426.66,15827,commuting,779.87,48.720000000000056,0.0,0.0,779.87,779.87,medium,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0
POL00369,CUST00337,VEH00377,2024-11-25,2025-11-24,premium,comprehensive,1000,0.711,59.15,0.29,0,6.0,55.43,quarterly,1,active,0,0,,63.1,low,6.29,moderate,moderate_risk,75.0,California,San Jose,lower_middle,excellent,premium,42.0,Hyundai,Kona,2019,suv,10534.18,13291,commuting,609.73,40.91999999999999,108.05,0.0,609.73,501.68,medium,3.0,15.856666666666667,4.0,0.0,0.3333333333333333,12.09,moderate,0.0,0.0,0.0
POL00370,CUST00338,VEH00378,2024-07-06,2025-07-05,standard,basic,500,0.644,40.0,9.71,5,,34.12,monthly,1,active,0,0,,83.1,low,14.71,high,moderate_risk,25.0,Pennsylvania,Erie,upper_middle,excellent,standard,9.0,Hyundai,Sonata,2013,sedan,4701.03,14686,commercial_light,238.84,41.16000000000002,81.1,0.0,238.84,157.73999999999998,low,2.0,20.685,3.0,0.0,0.0,0.0,low,0.0,0.0,0.0
POL00371,CUST00339,VEH00379,2025-03-28,2026-03-27,standard,enhanced,1000,0.742,117.09,8.24,0,4.0,102.76,monthly,0,renewed,1,0,,59.6,mid,12.24,high,moderate_risk,69.0,Arizona,Mesa,lower_middle,good,budget,40.0,Jeep,Compass,2016,suv,26075.48,18573,commuting,1027.6,143.29999999999998,86.9,0.0,1592.7800000000002,940.7000000000002,medium,2.0,14.315,4.5,0.0,0.5,0.0,low,1.0,716.92,0.0
POL00372,CUST00340,VEH00380,2024-01-07,2025-01-05,premium,enhanced,1000,0.806,132.57,2.94,5,4.0,116.74,monthly,1,lapsed,0,1,billing_problems,88.2,mid,11.94,high,moderate_risk,70.0,California,Sacramento,low,poor,high_value,36.0,Toyota,Tacoma,2022,hatchback,21280.01,12993,commuting,116.74,15.829999999999998,55.48,727.28,116.74,-666.02,negative,2.0,13.425,2.5,0.0,0.5,16.95,low,1.0,851.94,727.28
POL00373,CUST00341,VEH00381,2024-03-07,2025-03-06,standard,comprehensive,500,0.662,72.9,2.35,3,0.0,69.0,annual,0,renewed,1,0,,76.1,low,5.35,moderate,moderate_risk,27.0,Georgia,Atlanta,high,good,standard,18.0,Jeep,Compass,2010,minivan,13266.91,18104,commuting,207.0,11.700000000000015,17.94,0.0,320.85,189.06,low,1.0,4.92,1.0,0.0,1.0,0.0,low,0.0,0.0,0.0
