ticket_id,customer_id,policy_id,ticket_open_date,ticket_close_date,issue_type,issue_severity,support_channel,resolution_status,resolution_time_hours,escalation_flag,repeat_ticket_flag,csat_score,refund_or_credit_given_flag,refund_or_credit_amount,policy_type,coverage_level,policy_status,renewal_flag,churn_flag,premium_band,discount_band,risk_band,customer_segment,state,income_band
TIC000501,CUST00154,POL00167,2025-02-23 00:00:00,,payment_failure,low,chat,pending,8.87,0,0,,0,0.0,liability_only,enhanced,active,0,0,low,high,moderate_risk,standard,Texas,middle
TIC000502,CUST00147,POL00159,2025-07-12 00:00:00,,billing_issue,medium,phone,pending,14.21,0,0,,0,0.0,standard,comprehensive,cancelled,0,1,low,high,moderate_risk,standard,North Carolina,lower_middle
TIC000503,CUST00974,POL01065,2025-03-04 00:00:00,2025-03-04 06:46:12.000000000,billing_issue,medium,chat,closed_no_action,6.77,0,0,,0,0.0,liability_only,comprehensive,active,0,0,low,high,moderate_risk,standard,Florida,middle
TIC000504,CUST00820,POL00897,2025-02-28 00:00:00,,app_login_issue,low,phone,escalated,9.14,1,0,3.0,0,0.0,liability_only,comprehensive,active,0,0,mid,low,moderate_risk,standard,Florida,middle
TIC000505,CUST00924,POL01015,2025-03-29 00:00:00,2025-03-29 04:58:48.000000000,account_update_request,low,email,resolved,4.98,0,0,5.0,0,0.0,standard,enhanced,active,0,0,low,high,moderate_risk,standard,Illinois,lower_middle
TIC000506,CUST00786,POL00857,2025-07-24 00:00:00,2025-07-26 22:03:00.000000000,app_login_issue,critical,chat,resolved,70.05,0,0,4.0,0,0.0,premium,enhanced,cancelled,0,1,low,high,moderate_risk,standard,Georgia,low
TIC000507,CUST00555,POL00608,2025-03-02 00:00:00,2025-03-02 09:36:00.000000000,payment_failure,low,email,resolved,9.6,0,1,4.0,0,0.0,full_coverage,enhanced,cancelled,0,1,mid,moderate,moderate_risk,standard,North Carolina,low
TIC000508,CUST00980,POL01071,2025-06-15 00:00:00,,claim_status_question,high,phone,pending,80.31,0,1,,0,0.0,full_coverage,basic,lapsed,0,1,low,low,moderate_risk,budget,California,low
TIC000509,CUST01059,POL01155,2025-11-29 00:00:00,,billing_issue,medium,chat,escalated,11.67,1,1,3.0,0,0.0,full_coverage,comprehensive,cancelled,0,1,mid,moderate,moderate_risk,budget,Ohio,lower_middle
TIC000510,CUST00981,POL01072,2025-12-17 00:00:00,,discount_dispute,medium,phone,pending,25.86,0,0,,0,0.0,standard,enhanced,lapsed,0,1,low,moderate,low_risk,standard,Ohio,
TIC000511,CUST00917,POL01239,2025-05-09 00:00:00,2025-05-09 09:20:24.000000000,account_update_request,low,email,closed_no_action,9.34,0,0,,1,0.0,standard,enhanced,renewed,1,0,mid,high,high_risk,premium,Illinois,high
TIC000512,CUST00866,POL00948,2025-04-18 00:00:00,2025-04-19 18:24:00.000000000,claim_status_question,high,email,resolved,42.4,0,0,4.0,0,0.0,premium,basic,active,0,0,mid,high,moderate_risk,budget,Florida,high
TIC000513,CUST00309,POL00337,2025-09-26 00:00:00,2025-09-29 02:16:12.000000000,account_update_request,critical,chat,resolved,74.27,0,0,1.0,0,0.0,full_coverage,comprehensive,cancelled,0,1,high,moderate,moderate_risk,standard,Texas,upper_middle
TIC000514,CUST00593,POL00651,2025-08-02 00:00:00,2025-08-02 10:10:48.000000000,billing_issue,medium,chat,resolved,10.18,0,0,2.0,0,0.0,premium,enhanced,active,0,0,high,low,moderate_risk,high_value,Florida,lower_middle
TIC000515,CUST00880,POL00964,2025-02-04 00:00:00,2025-02-04 21:06:00.000000000,app_login_issue,medium,self_service,closed_no_action,21.1,0,0,,0,0.0,full_coverage,basic,renewed,1,0,low,high,moderate_risk,budget,Texas,upper_middle
TIC000516,CUST00582,POL00639,2025-12-26 00:00:00,2025-12-28 04:33:36.000000000,discount_dispute,high,phone,resolved,52.56,0,0,5.0,1,,standard,comprehensive,lapsed,0,1,mid,high,moderate_risk,standard,Georgia,low
TIC000517,CUST00117,POL00126,2025-11-16 00:00:00,,account_update_request,medium,email,pending,12.69,0,0,,0,0.0,standard,basic,active,0,0,low,low,moderate_risk,standard,Texas,middle
TIC000518,CUST00654,POL00718,2025-11-22 00:00:00,2025-11-22 13:34:48.000000000,discount_dispute,medium,self_service,resolved,13.58,0,0,5.0,0,0.0,full_coverage,enhanced,active,0,0,low,high,moderate_risk,standard,Georgia,low
TIC000519,CUST00572,POL00627,2025-07-08 00:00:00,2025-07-12 15:18:00.000000000,payment_failure,critical,chat,resolved,111.3,0,0,3.0,0,,standard,basic,active,0,0,mid,high,moderate_risk,budget,Arizona,middle
TIC000520,CUST00379,POL00415,2025-02-09 00:00:00,2025-02-14 11:57:36.000000000,billing_issue,critical,chat,resolved,131.96,0,0,1.0,0,0.0,full_coverage,basic,renewed,1,0,low,high,moderate_risk,budget,North Carolina,low
TIC000521,CUST01059,POL01155,2025-02-22 00:00:00,,billing_issue,medium,email,escalated,10.52,1,1,1.0,0,0.0,full_coverage,comprehensive,cancelled,0,1,mid,moderate,moderate_risk,budget,Ohio,lower_middle
TIC000522,CUST00466,POL01203,2025-11-27 00:00:00,2025-11-27 19:07:48.000000000,payment_failure,medium,chat,resolved,19.13,0,1,3.0,0,0.0,standard,enhanced,lapsed,0,1,low,moderate,moderate_risk,standard,Illinois,high
TIC000523,CUST01083,POL01179,2025-10-31 00:00:00,2025-10-31 02:51:00.000000000,policy_change_request,low,email,resolved,2.85,0,1,4.0,1,57.29,standard,enhanced,active,0,0,mid,low,moderate_risk,budget,Illinois,upper_middle
TIC000524,CUST00389,POL00429,2025-03-28 00:00:00,2025-03-28 19:07:48.000000000,app_login_issue,high,chat,resolved,19.13,0,0,,0,0.0,premium,basic,cancelled,0,1,mid,high,moderate_risk,premium,Arizona,low
TIC000525,CUST00435,POL00475,2025-04-21 00:00:00,,mileage_sync_issue,low,phone,pending,2.01,0,0,,0,0.0,full_coverage,basic,lapsed,0,1,low,moderate,moderate_risk,premium,Illinois,upper_middle
TIC000526,CUST00272,POL00294,2025-03-26 00:00:00,2025-03-26 11:57:00.000000000,account_update_request,medium,phone,resolved,11.95,0,0,3.0,0,0.0,premium,enhanced,cancelled,0,1,mid,low,moderate_risk,standard,Pennsylvania,upper_middle
TIC000527,CUST00957,POL01048,2025-08-14 00:00:00,2025-08-14 10:27:36.000000000,payment_failure,low,phone,resolved,10.46,0,0,3.0,0,0.0,standard,comprehensive,renewed,1,0,low,high,moderate_risk,standard,Illinois,low
TIC000528,CUST00565,POL00620,2025-09-14 00:00:00,2025-09-14 01:39:00.000000000,mileage_sync_issue,low,phone,resolved,1.65,0,1,5.0,0,0.0,standard,basic,active,0,0,low,moderate,moderate_risk,budget,Ohio,high
TIC000529,CUST00451,POL00494,2025-10-14 00:00:00,2025-10-14 00:30:00.000000000,payment_failure,low,phone,resolved,0.5,0,0,5.0,0,,standard,comprehensive,active,0,0,low,moderate,moderate_risk,premium,New York,low
TIC000530,CUST00708,POL00773,2025-07-17 00:00:00,,account_update_request,medium,phone,escalated,12.06,1,1,1.0,0,0.0,standard,comprehensive,renewed,1,0,mid,high,moderate_risk,standard,Pennsylvania,low
TIC000531,CUST00664,POL00728,2025-06-09 00:00:00,,claim_status_question,low,email,escalated,5.02,1,0,2.0,0,0.0,standard,enhanced,active,0,0,low,moderate,moderate_risk,premium,Georgia,middle
TIC000532,CUST00148,POL00161,2025-11-06 00:00:00,2025-11-08 04:36:00.000000000,discount_dispute,high,self_service,resolved,52.6,0,0,,1,0.0,liability_only,basic,active,0,0,low,moderate,moderate_risk,standard,Georgia,upper_middle
TIC000533,CUST00271,POL00293,2025-08-12 00:00:00,2025-08-13 20:45:00.000000000,account_update_request,high,email,resolved,44.75,0,0,1.0,1,51.95,full_coverage,basic,cancelled,0,1,mid,moderate,moderate_risk,premium,North Carolina,upper_middle
TIC000534,CUST00471,POL00514,2025-12-17 00:00:00,2025-12-17 06:53:24.000000000,mileage_sync_issue,low,self_service,resolved,6.89,0,0,1.0,0,0.0,liability_only,comprehensive,active,0,0,low,high,moderate_risk,premium,North Carolina,middle
TIC000535,CUST01051,POL01143,2025-08-11 00:00:00,2025-08-12 04:10:48.000000000,claim_status_question,medium,phone,resolved,28.18,0,0,4.0,0,0.0,standard,basic,cancelled,0,1,low,high,low_risk,budget,Texas,middle
TIC000536,CUST00045,POL00052,2025-07-07 00:00:00,2025-07-07 18:00:36.000000000,account_update_request,medium,phone,resolved,18.01,0,1,4.0,0,0.0,liability_only,enhanced,active,0,0,low,moderate,low_risk,standard,Texas,middle
TIC000537,CUST00702,POL00767,2025-04-02 00:00:00,2025-04-02 09:09:00.000000000,app_login_issue,medium,phone,resolved,9.15,0,0,4.0,0,0.0,premium,basic,active,0,0,low,low,moderate_risk,premium,Ohio,middle
TIC000538,CUST00367,POL00402,2025-08-15 00:00:00,2025-08-15 07:18:36.000000000,claim_status_question,low,self_service,closed_no_action,7.31,0,0,,0,0.0,premium,enhanced,active,0,0,mid,moderate,moderate_risk,premium,Georgia,high
TIC000539,CUST00579,POL00636,2025-06-18 00:00:00,2025-06-20 19:09:36.000000000,mileage_sync_issue,high,chat,resolved,67.16,0,0,4.0,0,0.0,standard,comprehensive,renewed,1,0,low,low,moderate_risk,standard,Pennsylvania,lower_middle
TIC000540,CUST00025,POL00027,2025-11-07 00:00:00,2025-11-07 17:32:24.000000000,policy_change_request,medium,chat,resolved,17.54,0,0,5.0,0,0.0,liability_only,basic,active,0,0,low,high,low_risk,budget,Florida,upper_middle
TIC000541,CUST00518,POL00564,2025-11-25 00:00:00,2025-11-27 19:50:59.999999999,account_update_request,critical,self_service,resolved,67.85,0,0,1.0,0,0.0,full_coverage,basic,active,0,0,low,high,moderate_risk,budget,Florida,middle
TIC000542,CUST00475,POL00519,2025-05-21 00:00:00,2025-05-22 05:07:48.000000000,app_login_issue,medium,phone,resolved,29.13,0,0,4.0,0,0.0,full_coverage,enhanced,renewed,1,0,low,moderate,moderate_risk,standard,Illinois,middle
TIC000543,CUST00055,POL00063,2025-08-30 00:00:00,2025-08-30 00:30:00.000000000,account_update_request,low,self_service,resolved,0.5,0,1,4.0,0,0.0,premium,basic,cancelled,0,1,low,high,moderate_risk,premium,California,upper_middle
TIC000544,CUST00327,POL00356,2025-08-31 00:00:00,,mileage_sync_issue,critical,phone,pending,0.5,0,0,,0,0.0,full_coverage,comprehensive,active,0,0,mid,low,moderate_risk,premium,North Carolina,upper_middle
TIC000545,CUST00070,POL00079,2025-07-09 00:00:00,2025-07-11 11:33:36.000000000,app_login_issue,high,chat,resolved,59.56,0,0,4.0,0,0.0,standard,enhanced,active,0,0,low,moderate,moderate_risk,standard,Pennsylvania,middle
TIC000546,CUST00288,POL00314,2025-12-28 00:00:00,,billing_issue,medium,self_service,escalated,31.26,1,0,1.0,0,0.0,standard,enhanced,renewed,1,0,mid,low,moderate_risk,budget,Texas,low
TIC000547,CUST00106,POL00115,2025-08-16 00:00:00,2025-08-16 03:51:00.000000000,app_login_issue,low,self_service,resolved,3.85,0,0,5.0,0,0.0,standard,comprehensive,renewed,1,0,low,low,moderate_risk,budget,Arizona,middle
TIC000548,CUST00186,POL00200,2025-10-06 00:00:00,2025-10-06 15:54:36.000000000,policy_change_request,medium,chat,resolved,15.91,0,0,5.0,0,0.0,standard,enhanced,renewed,1,0,mid,moderate,moderate_risk,standard,Illinois,low
TIC000549,CUST00082,POL01258,2025-01-09 00:00:00,2025-01-09 07:37:12.000000000,claim_status_question,medium,phone,resolved,7.62,0,0,1.0,0,0.0,premium,enhanced,cancelled,0,1,low,high,moderate_risk,premium,Pennsylvania,
TIC000550,CUST00157,POL01202,2025-07-07 00:00:00,2025-07-07 12:55:12.000000000,app_login_issue,medium,phone,closed_no_action,12.92,0,0,,0,0.0,premium,basic,active,0,0,low,moderate,moderate_risk,standard,Pennsylvania,upper_middle
TIC000551,CUST00938,POL01028,2025-03-17 00:00:00,2025-03-18 08:45:00.000000000,policy_change_request,medium,chat,resolved,32.75,0,0,4.0,0,0.0,full_coverage,basic,active,0,0,mid,none,moderate_risk,standard,Georgia,middle
TIC000552,CUST00159,POL00172,2025-03-30 00:00:00,2025-04-01 15:18:36.000000000,account_update_request,high,chat,resolved,63.31,0,1,3.0,0,0.0,full_coverage,comprehensive,renewed,1,0,mid,high,moderate_risk,standard,California,lower_middle
TIC000553,CUST00372,POL00407,2025-12-19 00:00:00,,payment_failure,low,chat,pending,4.12,0,0,,0,0.0,full_coverage,basic,active,0,0,low,moderate,moderate_risk,premium,North Carolina,lower_middle
TIC000554,CUST00007,POL00007,2025-06-09 00:00:00,2025-06-10 10:23:24.000000000,policy_change_request,high,chat,closed_no_action,34.39,0,0,,0,0.0,standard,comprehensive,lapsed,0,1,mid,low,moderate_risk,high_value,California,middle
TIC000555,CUST00223,POL00242,2025-06-24 00:00:00,2025-06-29 09:55:11.999999999,account_update_request,critical,chat,resolved,129.92,0,1,5.0,1,0.0,liability_only,basic,renewed,1,0,low,high,moderate_risk,standard,Texas,upper_middle
TIC000556,CUST01068,POL01164,2025-12-23 00:00:00,,mileage_sync_issue,low,phone,pending,1.85,0,0,,0,0.0,full_coverage,enhanced,active,0,0,low,high,moderate_risk,premium,Arizona,high
TIC000557,CUST00593,POL00651,2025-10-30 00:00:00,,app_login_issue,high,phone,escalated,53.44,1,0,,0,0.0,premium,enhanced,active,0,0,high,low,moderate_risk,high_value,Florida,lower_middle
TIC000558,CUST00021,POL00022,2025-04-22 00:00:00,,claim_status_question,medium,self_service,pending,24.2,0,0,,1,57.22,standard,enhanced,renewed,1,0,mid,moderate,moderate_risk,standard,Georgia,low
TIC000559,CUST00359,POL00392,2025-03-09 00:00:00,2025-03-09 14:13:12.000000000,policy_change_request,medium,phone,resolved,14.22,0,0,2.0,0,0.0,full_coverage,comprehensive,renewed,1,0,mid,low,moderate_risk,standard,Texas,lower_middle
TIC000560,CUST00102,POL00110,2025-07-14 00:00:00,,policy_change_request,high,chat,escalated,26.93,1,0,3.0,0,0.0,premium,enhanced,lapsed,0,1,low,high,moderate_risk,high_value,Illinois,lower_middle
TIC000561,CUST00334,POL00365,2025-05-23 00:00:00,2025-05-23 18:04:12.000000000,billing_issue,medium,phone,resolved,18.07,0,0,5.0,0,0.0,standard,enhanced,renewed,1,0,mid,low,moderate_risk,budget,North Carolina,upper_middle
TIC000562,CUST00776,POL00848,2025-04-26 00:00:00,2025-04-26 09:34:48.000000000,discount_dispute,low,phone,closed_no_action,9.58,0,1,,0,0.0,standard,comprehensive,cancelled,0,1,mid,high,moderate_risk,standard,Arizona,middle
TIC000563,CUST00552,POL00605,2025-05-13 00:00:00,2025-05-13 18:01:48.000000000,account_update_request,medium,self_service,resolved,18.03,0,1,1.0,1,72.56,standard,enhanced,active,0,0,mid,low,moderate_risk,premium,Ohio,lower_middle
TIC000564,CUST00177,POL00190,2025-09-08 00:00:00,,claim_status_question,medium,phone,escalated,18.15,1,1,1.0,1,7.92,premium,enhanced,active,0,0,mid,low,moderate_risk,budget,Georgia,lower_middle
TIC000565,CUST00681,POL00745,2025-06-28 00:00:00,2025-06-29 02:21:00.000000000,account_update_request,medium,email,resolved,26.35,0,0,5.0,0,0.0,full_coverage,basic,active,0,0,mid,low,moderate_risk,standard,Texas,low
TIC000566,CUST00067,POL00076,2025-10-27 00:00:00,2025-10-27 06:29:24.000000000,payment_failure,low,email,resolved,6.49,0,0,4.0,0,0.0,liability_only,basic,renewed,1,0,low,high,moderate_risk,budget,Ohio,lower_middle
TIC000567,CUST00292,POL00319,2025-10-03 00:00:00,,discount_dispute,medium,phone,escalated,31.67,1,1,,0,0.0,standard,comprehensive,active,0,0,low,low,moderate_risk,budget,Florida,high
TIC000568,CUST00542,POL00592,2025-04-17 00:00:00,2025-04-17 02:44:24.000000000,claim_status_question,low,phone,resolved,2.74,0,1,4.0,0,0.0,standard,enhanced,cancelled,0,1,mid,moderate,moderate_risk,budget,Florida,upper_middle
TIC000569,CUST01039,POL01130,2025-05-18 00:00:00,,mileage_sync_issue,medium,phone,escalated,10.8,1,0,2.0,0,0.0,full_coverage,comprehensive,active,0,0,mid,low,moderate_risk,high_value,Texas,lower_middle
TIC000570,CUST00961,POL01052,2025-04-18 00:00:00,,policy_change_request,medium,phone,escalated,25.19,1,0,1.0,0,0.0,full_coverage,basic,renewed,1,0,low,high,moderate_risk,budget,Georgia,low
TIC000571,CUST00406,POL00447,2025-08-28 00:00:00,,policy_change_request,high,phone,pending,42.95,0,1,,1,40.54,standard,enhanced,lapsed,0,1,low,moderate,moderate_risk,standard,New York,lower_middle
TIC000572,CUST00968,POL01059,2025-12-04 00:00:00,,billing_issue,medium,phone,pending,18.08,0,0,,0,0.0,liability_only,comprehensive,active,0,0,low,high,moderate_risk,budget,Arizona,low
TIC000573,CUST00874,POL00957,2025-10-28 00:00:00,2025-10-28 07:12:36.000000000,claim_status_question,low,phone,resolved,7.21,0,0,5.0,0,0.0,full_coverage,comprehensive,active,0,0,mid,high,moderate_risk,budget,Arizona,middle
TIC000574,CUST00698,POL00763,2025-10-16 00:00:00,2025-10-16 18:54:36.000000000,payment_failure,medium,phone,resolved,18.91,0,0,3.0,0,0.0,standard,comprehensive,cancelled,0,1,low,moderate,moderate_risk,budget,Georgia,middle
TIC000575,CUST00602,POL00661,2025-12-26 00:00:00,2025-12-26 17:18:00.000000000,mileage_sync_issue,medium,email,resolved,17.3,0,1,4.0,0,0.0,standard,enhanced,cancelled,0,1,low,low,moderate_risk,standard,Georgia,upper_middle
TIC000576,CUST00305,POL00334,2025-08-28 00:00:00,,billing_issue,low,chat,escalated,8.19,1,1,1.0,0,0.0,standard,enhanced,active,0,0,low,low,moderate_risk,budget,Arizona,low
TIC000577,CUST00852,POL00935,2025-10-31 00:00:00,2025-10-31 07:50:24.000000000,payment_failure,low,phone,resolved,7.84,0,1,3.0,0,0.0,standard,basic,renewed,1,0,low,moderate,low_risk,standard,Pennsylvania,middle
TIC000578,CUST00745,POL00818,2025-08-31 00:00:00,2025-08-31 07:33:00.000000000,discount_dispute,low,phone,resolved,7.55,0,0,3.0,0,,standard,enhanced,renewed,1,0,low,very_high,low_risk,budget,California,lower_middle
TIC000579,CUST00090,POL01231,2025-06-22 00:00:00,,account_update_request,medium,email,escalated,23.86,1,0,,0,0.0,standard,enhanced,active,0,0,low,moderate,low_risk,standard,Georgia,high
TIC000580,CUST00749,POL00822,2025-06-03 00:00:00,2025-06-04 01:54:36.000000000,app_login_issue,medium,phone,resolved,25.91,0,1,3.0,0,0.0,liability_only,comprehensive,renewed,1,0,low,high,low_risk,budget,Illinois,high
TIC000581,CUST00204,POL00221,2025-08-04 00:00:00,2025-08-04 20:22:12.000000000,payment_failure,medium,email,closed_no_action,20.37,0,0,,0,0.0,full_coverage,comprehensive,active,0,0,mid,high,moderate_risk,premium,North Carolina,high
TIC000582,CUST00748,POL00821,2025-10-31 00:00:00,2025-10-31 00:30:00.000000000,app_login_issue,medium,email,resolved,0.5,0,0,3.0,0,,standard,comprehensive,active,0,0,low,high,moderate_risk,premium,Arizona,middle
TIC000583,CUST00629,POL01223,2025-12-24 00:00:00,2025-12-24 09:40:48.000000000,discount_dispute,medium,phone,closed_no_action,9.68,0,0,,1,0.0,standard,enhanced,cancelled,0,1,low,moderate,moderate_risk,standard,Pennsylvania,middle
TIC000584,CUST00103,POL00111,2025-02-16 00:00:00,2025-02-17 08:34:12.000000000,policy_change_request,medium,email,resolved,32.57,0,0,3.0,0,0.0,liability_only,basic,active,0,0,low,moderate,moderate_risk,premium,California,middle
TIC000585,CUST00269,POL00290,2025-06-27 00:00:00,2025-06-28 07:36:00.000000000,account_update_request,critical,phone,resolved,31.6,0,0,5.0,0,0.0,liability_only,enhanced,renewed,1,0,low,moderate,low_risk,premium,Arizona,lower_middle
TIC000586,CUST00739,POL00811,2025-03-26 00:00:00,2025-03-26 01:55:48.000000000,account_update_request,low,email,resolved,1.93,0,1,4.0,1,40.97,standard,enhanced,active,0,0,low,very_high,moderate_risk,budget,Arizona,upper_middle
TIC000587,CUST00324,POL00353,2025-06-04 00:00:00,2025-06-04 17:10:48.000000000,policy_change_request,medium,phone,resolved,17.18,0,1,5.0,1,4.96,premium,enhanced,active,0,0,low,high,low_risk,standard,Illinois,middle
TIC000588,CUST00172,POL00185,2025-05-06 00:00:00,,billing_issue,medium,phone,pending,8.76,0,0,,1,54.45,standard,basic,cancelled,0,1,low,high,moderate_risk,standard,Texas,
TIC000589,CUST01046,POL01138,2025-07-11 00:00:00,,app_login_issue,high,phone,escalated,33.51,1,0,2.0,0,0.0,premium,basic,renewed,1,0,low,moderate,low_risk,budget,Ohio,low
TIC000590,CUST00300,POL00327,2025-06-26 00:00:00,2025-07-01 20:15:35.999999999,mileage_sync_issue,critical,self_service,resolved,140.26,0,0,3.0,0,0.0,standard,enhanced,lapsed,0,1,low,high,moderate_risk,standard,Texas,middle
TIC000591,CUST00881,POL00965,2025-10-09 00:00:00,2025-10-09 14:01:12.000000000,payment_failure,medium,phone,resolved,14.02,0,0,2.0,0,0.0,premium,enhanced,active,0,0,low,moderate,moderate_risk,standard,Arizona,low
TIC000592,CUST00244,POL00264,2025-06-12 00:00:00,2025-06-12 12:10:12.000000000,billing_issue,medium,chat,resolved,12.17,0,0,5.0,0,0.0,premium,basic,renewed,1,0,mid,very_high,moderate_risk,standard,Texas,lower_middle
TIC000593,CUST00746,POL00819,2025-06-17 00:00:00,,policy_change_request,medium,chat,pending,30.67,0,0,,1,19.33,standard,comprehensive,active,0,0,mid,high,moderate_risk,budget,New York,high
TIC000594,CUST00796,POL00870,2025-11-02 00:00:00,2025-11-02 16:04:12.000000000,payment_failure,medium,email,resolved,16.07,0,0,4.0,0,0.0,liability_only,enhanced,cancelled,0,1,low,high,moderate_risk,budget,Arizona,high
TIC000595,CUST00647,POL00711,2025-09-08 00:00:00,2025-09-09 05:04:12.000000000,app_login_issue,medium,phone,resolved,29.07,0,0,1.0,1,14.4,liability_only,comprehensive,cancelled,0,1,low,high,moderate_risk,budget,Ohio,middle
TIC000596,CUST00520,POL01247,2025-04-02 00:00:00,,discount_dispute,medium,phone,pending,10.42,0,1,,0,0.0,standard,comprehensive,renewed,1,0,mid,moderate,moderate_risk,standard,North Carolina,upper_middle
TIC000597,CUST00678,POL00742,2025-06-24 00:00:00,,app_login_issue,medium,phone,pending,13.67,0,0,,0,0.0,full_coverage,basic,cancelled,0,1,mid,moderate,moderate_risk,budget,Georgia,upper_middle
TIC000598,CUST00228,POL01251,2025-11-03 00:00:00,2025-11-03 19:27:36.000000000,payment_failure,high,phone,resolved,19.46,0,1,3.0,0,0.0,full_coverage,enhanced,renewed,1,0,low,high,low_risk,standard,Arizona,low
TIC000599,CUST00147,POL00159,2025-11-27 00:00:00,2025-11-28 02:57:00.000000000,discount_dispute,medium,phone,closed_no_action,26.95,0,0,,0,0.0,standard,comprehensive,cancelled,0,1,low,high,moderate_risk,standard,North Carolina,lower_middle
TIC000600,CUST00263,POL00283,2025-09-13 00:00:00,2025-09-14 09:42:36.000000000,discount_dispute,high,chat,resolved,33.71,0,0,2.0,0,0.0,premium,enhanced,active,0,0,low,high,moderate_risk,premium,California,low
TIC000601,CUST00178,POL00191,2025-06-23 00:00:00,2025-06-23 19:45:00.000000000,payment_failure,medium,phone,resolved,19.75,0,0,4.0,0,0.0,standard,enhanced,active,0,0,low,high,moderate_risk,budget,New York,lower_middle
TIC000602,CUST00337,POL00369,2025-08-06 00:00:00,2025-08-06 14:38:24.000000000,billing_issue,medium,phone,resolved,14.64,0,0,4.0,0,0.0,premium,comprehensive,active,0,0,low,moderate,moderate_risk,premium,California,lower_middle
TIC000603,CUST00581,POL00638,2025-07-18 00:00:00,2025-07-18 21:10:48.000000000,account_update_request,medium,self_service,closed_no_action,21.18,0,1,,0,0.0,premium,comprehensive,cancelled,0,1,mid,high,moderate_risk,standard,North Carolina,low
TIC000604,CUST00063,POL00072,2025-05-14 00:00:00,2025-05-15 15:30:36.000000000,payment_failure,critical,phone,resolved,39.51,0,0,2.0,0,0.0,liability_only,enhanced,renewed,1,0,mid,high,moderate_risk,high_value,Arizona,middle
TIC000605,CUST00201,POL00218,2025-08-27 00:00:00,2025-08-27 07:22:12.000000000,mileage_sync_issue,low,phone,resolved,7.37,0,0,3.0,0,0.0,liability_only,enhanced,active,0,0,low,high,moderate_risk,premium,California,lower_middle
TIC000606,CUST00646,POL00710,2025-12-18 00:00:00,2025-12-19 09:12:36.000000000,mileage_sync_issue,medium,phone,resolved,33.21,0,1,4.0,0,0.0,liability_only,basic,lapsed,0,1,low,high,moderate_risk,budget,Pennsylvania,high
TIC000607,CUST00244,POL00264,2025-10-22 00:00:00,2025-10-23 07:12:00.000000000,payment_failure,medium,self_service,resolved,31.2,0,0,2.0,0,0.0,premium,basic,renewed,1,0,mid,very_high,moderate_risk,standard,Texas,lower_middle
TIC000608,CUST00851,POL00932,2025-01-06 00:00:00,2025-01-06 04:50:24.000000000,account_update_request,low,email,closed_no_action,4.84,0,0,,0,0.0,premium,enhanced,renewed,1,0,low,low,moderate_risk,standard,California,middle
TIC000609,CUST00750,POL00823,2025-08-05 00:00:00,,app_login_issue,low,email,escalated,6.96,1,0,1.0,0,0.0,standard,enhanced,active,0,0,mid,none,moderate_risk,standard,Ohio,lower_middle
TIC000610,CUST00797,POL00871,2025-05-13 00:00:00,2025-05-13 09:00:00.000000000,mileage_sync_issue,low,phone,resolved,9.0,0,0,4.0,1,26.84,standard,enhanced,active,0,0,low,low,moderate_risk,budget,Texas,upper_middle
TIC000611,CUST01004,POL01096,2025-07-06 00:00:00,2025-07-06 11:40:48.000000000,mileage_sync_issue,medium,email,resolved,11.68,0,0,5.0,0,0.0,standard,basic,active,0,0,low,moderate,moderate_risk,standard,North Carolina,lower_middle
TIC000612,CUST00795,POL00869,2025-09-30 00:00:00,2025-09-30 18:22:48.000000000,payment_failure,medium,phone,resolved,18.38,0,0,4.0,0,0.0,standard,comprehensive,cancelled,0,1,low,high,moderate_risk,premium,Illinois,high
TIC000613,CUST00485,POL00529,2025-04-12 00:00:00,2025-04-12 06:25:12.000000000,account_update_request,low,phone,resolved,6.42,0,0,4.0,0,0.0,full_coverage,basic,active,0,0,low,moderate,moderate_risk,standard,North Carolina,lower_middle
TIC000614,CUST00687,POL00752,2025-01-26 00:00:00,2025-01-26 22:48:00.000000000,claim_status_question,medium,phone,resolved,22.8,0,0,2.0,0,0.0,standard,enhanced,renewed,1,0,low,high,moderate_risk,standard,Georgia,middle
TIC000615,CUST00554,POL00607,2025-01-13 00:00:00,2025-01-13 09:36:00.000000000,policy_change_request,low,email,resolved,9.6,0,0,4.0,1,44.88,liability_only,enhanced,renewed,1,0,low,moderate,moderate_risk,standard,Ohio,high
TIC000616,CUST00335,POL00367,2025-05-31 00:00:00,,claim_status_question,medium,phone,pending,26.47,0,0,,0,0.0,standard,basic,active,0,0,mid,high,high_risk,premium,Arizona,middle
TIC000617,CUST00784,POL00855,2025-01-09 00:00:00,2025-01-09 09:15:00.000000000,account_update_request,medium,chat,closed_no_action,9.25,0,0,,0,0.0,premium,comprehensive,active,0,0,high,low,moderate_risk,standard,Arizona,middle
TIC000618,CUST00606,POL00665,2025-06-02 00:00:00,2025-06-02 03:18:00.000000000,app_login_issue,medium,email,resolved,3.3,0,0,2.0,0,0.0,liability_only,enhanced,active,0,0,low,moderate,moderate_risk,standard,Florida,middle
TIC000619,CUST00668,POL00732,2025-01-19 00:00:00,2025-01-20 21:09:36.000000000,payment_failure,high,phone,resolved,45.16,0,0,5.0,1,0.0,full_coverage,enhanced,renewed,1,0,low,low,moderate_risk,standard,Ohio,upper_middle
